timestep,demand_th,demand_el,pv,wind,temperature
1430,0.1281142426,69328,3.07E-001,4.96E-001,1.5
1431,0.1298577221,68458,1.23E-001,8.48E-001,2.2
1432,0.135315582,67416,4.80E-002,7.65E-001,2.3
1433,0.1469737268,65636,2.32E-002,4.97E-001,2.1
1434,0.1596110157,66024,2.48E-003,7.68E-001,1.8
1435,0.1674130372,70381,0.00E+000,7.72E-001,1.2
1436,0.1603220202,70240,0.00E+000,6.39E-001,0.7
1437,0.1453005856,67279,0.00E+000,6.40E-001,0.6
1438,0.1166160704,65330,0.00E+000,5.03E-001,0.7
1439,0.0836611198,64776,0.00E+000,3.22E-001,1.0
1440,0.0788687163,61315,0.00E+000,1.82E-001,1.0
1441,0.0601640494,58639,0.00E+000,8.06E-002,1.0
1442,0.0618289003,56850,0.00E+000,8.09E-002,0.8
1443,0.0700103293,55579,0.00E+000,8.09E-002,0.2
1444,0.0917681877,54838,0.00E+000,8.07E-002,-0.4
1445,0.1385227473,55030,0.00E+000,1.83E-001,-1.0
1446,0.180201344,56193,0.00E+000,1.82E-001,-0.8
1447,0.1713573329,61045,4.96E-003,1.82E-001,-0.5
1448,0.1538017634,64969,2.32E-002,1.81E-001,-0.3
1449,0.1370442046,67296,8.19E-002,1.80E-001,-0.3
1450,0.1229976738,67806,2.98E-002,3.19E-001,-0.4
1451,0.1130437316,68834,4.13E-002,1.79E-001,-0.6
1452,0.1033495226,69884,1.55E-001,3.17E-001,-0.8
1453,0.0970312553,69374,9.18E-002,4.93E-001,-0.9
1454,0.0919559201,68811,7.66E-002,8.50E-001,-0.8
1455,0.0939115381,68249,1.48E-001,6.29E-001,-0.4
1456,0.1016704243,67365,6.86E-002,8.43E-001,-0.6
1457,0.1183800176,65689,2.07E-002,3.14E-001,-0.6
1458,0.1342079644,66035,4.96E-003,6.28E-001,-1.1
1459,0.1446083854,70214,0.00E+000,4.94E-001,-1.5
1460,0.1384284739,70618,0.00E+000,3.16E-001,-1.6
1461,0.1198037005,67086,0.00E+000,3.16E-001,-1.7
1462,0.0869857697,64886,0.00E+000,6.28E-001,-1.7
1463,0.0649201249,64333,0.00E+000,3.15E-001,-1.6
1464,0.0610137968,60890,0.00E+000,4.94E-001,-1.8
1465,0.0601640494,58077,0.00E+000,6.30E-001,-2.2
1466,0.0618289003,55886,0.00E+000,3.15E-001,-2.0
1467,0.0700103293,54512,0.00E+000,1.77E-001,-1.9
1468,0.0917681877,53941,0.00E+000,4.94E-001,-2.0
1469,0.1385227473,53960,0.00E+000,1.77E-001,-2.3
1470,0.180201344,55727,0.00E+000,1.77E-001,-2.4
1471,0.1713573329,60424,2.48E-003,1.77E-001,-2.3
1472,0.1538017634,64833,1.82E-002,3.15E-001,-2.5
1473,0.1370442046,67064,4.13E-002,3.15E-001,-2.6
1474,0.1229976738,68009,5.54E-002,3.14E-001,-2.4
1475,0.1130437316,69399,1.47E-001,1.76E-001,-2.3
1476,0.1033495226,70090,1.12E-001,3.12E-001,-1.8
1477,0.0970312553,69290,1.12E-001,1.75E-001,-1.3
1478,0.0919559201,67788,7.61E-002,4.87E-001,-0.9
1479,0.0939115381,66510,2.98E-002,3.11E-001,-0.6
1480,0.1016704243,65236,2.32E-002,4.89E-001,0.0
1481,0.1183800176,63924,1.16E-002,6.22E-001,-0.1
1482,0.1342079644,64929,2.48E-003,4.88E-001,-0.3
1483,0.1446083854,68638,0.00E+000,6.20E-001,-0.6
1484,0.1384284739,68283,0.00E+000,7.48E-001,-0.8
1485,0.1198037005,64124,0.00E+000,7.46E-001,-0.8
1486,0.0869857697,61727,0.00E+000,7.42E-001,-0.9
1487,0.0649201249,61905,0.00E+000,8.77E-001,-1.0
1488,0.0610137968,58682,0.00E+000,8.20E-001,-1.7
1489,0.0425276927,56003,0.00E+000,4.81E-001,-1.9
1490,0.0437045129,53862,0.00E+000,1.73E-001,-2.1
1491,0.0494876558,52342,0.00E+000,7.42E-001,-1.7
1492,0.0648674636,51996,0.00E+000,6.12E-001,-1.6
1493,0.0979164948,51500,0.00E+000,1.72E-001,-1.2
1494,0.1273775196,49956,0.00E+000,4.81E-001,-1.1
1495,0.1211260224,48082,4.96E-003,3.06E-001,-1.3
1496,0.1087166539,49975,2.73E-002,3.07E-001,-1.4
1497,0.0968713689,54094,4.13E-002,6.10E-001,-1.1
1498,0.0869424071,57259,5.95E-002,7.34E-001,-0.7
1499,0.0799063416,58775,2.05E-001,6.03E-001,-0.1
1500,0.0730538716,59917,3.62E-001,8.60E-001,0.7
1501,0.0685877272,59035,2.19E-001,5.96E-001,1.0
1502,0.0650001646,57342,1.39E-001,9.09E-001,1.1
1503,0.0663825171,55905,1.32E-001,7.99E-001,1.3
1504,0.0718669805,55071,1.01E-001,9.13E-001,1.5
1505,0.0836783605,54403,2.07E-002,9.12E-001,1.5
1506,0.0948665379,55781,2.48E-003,6.00E-001,1.5
1507,0.1022182024,60542,0.00E+000,9.13E-001,1.4
1508,0.0978498565,60754,0.00E+000,7.27E-001,1.3
1509,0.0846847081,57334,0.00E+000,4.79E-001,1.1
1510,0.0614869531,55594,0.00E+000,3.07E-001,1.1
1511,0.0458895827,56659,0.00E+000,6.15E-001,0.9
1512,0.0431283471,54739,0.00E+000,3.11E-001,0.3
1513,0.0884983067,52386,0.00E+000,4.88E-001,0.4
1514,0.091345201,50117,0.00E+000,3.13E-001,0.0
1515,0.0966285787,48416,0.00E+000,7.80E-002,-0.5
1516,0.1124029825,47529,0.00E+000,7.80E-002,-0.6
1517,0.1527882757,46928,0.00E+000,1.77E-001,-0.4
1518,0.2042691343,45236,0.00E+000,1.78E-001,-0.9
1519,0.2257156899,42565,9.10E-003,1.78E-001,-1.0
1520,0.2118903917,43066,4.38E-002,1.77E-001,-0.8
1521,0.1900615357,46455,5.04E-002,4.90E-001,-0.3
1522,0.1728708271,49823,7.15E-002,6.26E-001,0.7
1523,0.1582270583,52088,3.32E-001,3.12E-001,2.0
1524,0.1478533779,55166,8.02E-002,6.24E-001,2.4
1525,0.142336437,53926,1.01E-001,8.96E-001,2.5
1526,0.140784323,51733,1.69E-001,9.51E-001,3.4
1527,0.1427002269,50027,1.90E-001,9.64E-001,4.0
1528,0.1486978514,49127,2.06E-001,8.43E-001,4.9
1529,0.1615089486,48775,4.68E-002,8.42E-001,4.6
1530,0.1753960241,50659,1.41E-002,9.01E-001,3.9
1531,0.1839696401,56650,0.00E+000,9.61E-001,3.4
1532,0.1761773446,58219,0.00E+000,9.65E-001,2.6
1533,0.1596703393,55969,0.00E+000,9.82E-001,1.6
1534,0.1281490191,55105,0.00E+000,7.71E-001,1.3
1535,0.0919349314,57008,0.00E+000,6.39E-001,0.3
1536,0.0866685749,54108,0.00E+000,3.21E-001,0.2
1537,0.1154860344,51700,0.00E+000,1.81E-001,-0.1
1538,0.1179217554,49732,0.00E+000,8.01E-002,-0.4
1539,0.1233299357,48845,0.00E+000,3.23E-001,-1.1
1540,0.1367882996,48836,0.00E+000,3.22E-001,-1.5
1541,0.1709466284,49604,0.00E+000,1.80E-001,-1.8
1542,0.2352365983,52680,0.00E+000,3.20E-001,-1.8
1543,0.2783402294,59450,4.96E-003,6.39E-001,-2.0
1544,0.2606149545,64382,4.13E-002,6.39E-001,-2.0
1545,0.2406699522,67245,2.31E-001,5.02E-001,-1.1
1546,0.2240842557,67829,3.94E-001,6.37E-001,0.4
1547,0.2066969757,68943,3.58E-001,6.34E-001,1.9
1548,0.1967113342,69989,2.15E-001,3.18E-001,3.2
1549,0.1914405016,69797,2.17E-001,3.18E-001,4.4
1550,0.1915528283,69279,2.27E-001,3.16E-001,5.1
1551,0.1939460024,68331,1.24E-001,7.86E-002,5.3
1552,0.1998316246,67504,5.29E-002,1.78E-001,5.6
1553,0.2102585046,65688,2.32E-002,7.89E-002,5.5
1554,0.2245092746,65923,2.48E-003,2.85E-002,5.3
1555,0.2336330134,69566,0.00E+000,1.38E-004,4.1
1556,0.2230021434,70246,0.00E+000,4.79E-003,3.2
1557,0.2064410265,66264,0.00E+000,4.79E-003,2.1
1558,0.1716966041,63966,0.00E+000,1.39E-004,1.5
1559,0.1184548408,63099,0.00E+000,4.79E-003,1.1
1560,0.1133077078,58880,0.00E+000,4.78E-003,0.5
1561,0.1395121852,56113,0.00E+000,2.85E-002,-0.1
1562,0.1424546429,53842,0.00E+000,1.80E-001,-0.6
1563,0.1489879614,52650,0.00E+000,1.79E-001,-0.8
1564,0.1652462541,52579,0.00E+000,1.79E-001,-1.0
1565,0.2065110107,53465,0.00E+000,1.79E-001,-1.0
1566,0.2841761088,55406,0.00E+000,1.78E-001,-1.0
1567,0.3362471821,60507,2.48E-003,7.86E-002,-0.8
1568,0.3148342741,64788,1.82E-002,3.14E-001,-0.4
1569,0.2907398382,67121,3.47E-002,3.11E-001,0.4
1570,0.2707035908,67535,5.95E-002,3.10E-001,2.0
1571,0.2496989953,68386,9.43E-002,7.47E-001,2.3
1572,0.2376359032,69461,1.08E-001,4.84E-001,3.4
1573,0.2312685068,68917,8.02E-002,3.08E-001,4.1
1574,0.2314042023,68285,6.86E-002,8.27E-001,5.7
1575,0.2342952614,67172,4.63E-002,6.15E-001,5.5
1576,0.2414053506,66083,6.70E-002,3.08E-001,5.7
1577,0.2540014781,64463,4.17E-002,7.41E-001,5.6
1578,0.2712170322,64845,2.48E-003,7.42E-001,5.6
1579,0.282238908,68820,0.00E+000,6.14E-001,5.5
1580,0.2693963518,69808,0.00E+000,6.16E-001,5.5
1581,0.2493897975,66012,0.00E+000,3.10E-001,5.4
1582,0.2074170142,64031,0.00E+000,4.87E-001,5.4
1583,0.1430986333,63249,0.00E+000,4.86E-001,5.5
1584,0.1368806714,59536,0.00E+000,3.10E-001,5.5
1585,0.1237197599,57051,0.00E+000,3.11E-001,5.3
1586,0.1263291388,55368,0.00E+000,3.10E-001,5.4
1587,0.1321229022,54264,0.00E+000,3.10E-001,4.6
1588,0.1465407975,53981,0.00E+000,1.75E-001,4.7
1589,0.1831344883,54667,0.00E+000,3.11E-001,3.6
1590,0.2520080944,56584,0.00E+000,3.11E-001,3.8
1591,0.2981848543,61278,2.48E-003,1.75E-001,3.4
1592,0.2791958332,65409,2.98E-002,3.11E-001,3.5
1593,0.2578288263,67603,3.64E-002,1.75E-001,4.1
1594,0.2400606312,68237,1.10E-001,3.10E-001,5.8
1595,0.2214337026,69559,1.65E-001,3.10E-001,6.7
1596,0.210736122,70517,1.43E-001,3.08E-001,8.2
1597,0.2050894987,70498,3.47E-002,2.78E-002,10.0
1598,0.2052098338,70197,5.54E-002,1.77E-001,10.3
1599,0.2077736323,69773,1.17E-001,1.77E-001,10.5
1600,0.2140788775,68897,8.02E-002,7.82E-002,10.9
1601,0.2252491553,67352,9.10E-003,1.77E-001,11.3
1602,0.2405159524,67685,0.00E+000,3.17E-001,10.3
1603,0.2502901799,71320,0.00E+000,3.19E-001,9.9
1604,0.2389013683,71028,0.00E+000,1.80E-001,9.3
1605,0.2211595052,67231,0.00E+000,3.20E-001,8.3
1606,0.1839379346,64931,0.00E+000,5.03E-001,8.5
1607,0.1269002312,64023,0.00E+000,1.81E-001,8.8
1608,0.1213861267,59622,0.00E+000,1.82E-001,9.0
1609,0.1154860344,55810,0.00E+000,1.82E-001,9.2
1610,0.1179217554,53297,0.00E+000,1.83E-001,9.0
1611,0.1233299357,51834,0.00E+000,1.83E-001,8.0
1612,0.1367882996,51432,0.00E+000,8.09E-002,7.4
1613,0.1709466284,52003,0.00E+000,1.84E-001,8.4
1614,0.2352365983,54048,0.00E+000,1.84E-001,8.1
1615,0.2783402294,59570,2.20E-002,1.84E-001,7.6
1616,0.2606149545,64147,1.75E-001,1.84E-001,8.1
1617,0.2406699522,66574,3.92E-001,1.83E-001,8.2
1618,0.2240842557,67063,5.94E-001,3.24E-001,8.4
1619,0.2066969757,68000,6.99E-001,3.23E-001,8.9
1620,0.1967113342,69189,7.61E-001,3.22E-001,9.3
1621,0.1914405016,68553,4.61E-001,1.81E-001,9.4
1622,0.1915528283,68084,6.78E-001,3.21E-001,9.7
1623,0.1939460024,67280,2.13E-001,2.74E-001,11.1
1624,0.1998316246,66684,4.39E-001,1.81E-001,10.5
1625,0.2102585046,65211,5.09E-002,2.89E-002,9.6
1626,0.2245092746,65822,9.19E-003,4.86E-003,8.6
1627,0.2336330134,68881,0.00E+000,2.92E-002,8.8
1628,0.2230021434,69357,0.00E+000,4.90E-003,8.7
1629,0.2064410265,65456,0.00E+000,2.92E-002,8.6
1630,0.1716966041,62786,0.00E+000,2.93E-002,8.6
1631,0.1184548408,61671,0.00E+000,2.93E-002,9.0
1632,0.1133077078,57411,0.00E+000,4.90E-003,9.5
1633,0.0966308533,54091,0.00E+000,4.92E-003,10.2
1634,0.0997393628,51737,0.00E+000,8.16E-002,10.7
1635,0.1055082562,50424,0.00E+000,1.85E-001,10.9
1636,0.1227322478,50820,0.00E+000,1.85E-001,10.7
1637,0.1668287453,52056,0.00E+000,1.84E-001,10.7
1638,0.2230404343,54047,0.00E+000,8.16E-002,10.4
1639,0.2464578199,59401,1.64E-002,1.85E-001,10.4
1640,0.2313620466,63799,1.64E-001,1.85E-001,10.1
1641,0.2075272292,66245,3.84E-001,8.14E-002,10.0
1642,0.1887567815,66472,5.71E-001,2.91E-002,9.7
1643,0.1727673245,67669,4.59E-001,2.90E-002,9.0
1644,0.1614403552,68476,5.97E-001,8.06E-002,8.1
1645,0.1554164355,67949,5.55E-001,2.88E-002,7.4
1646,0.15372169,66434,5.58E-001,4.84E-003,7.3
1647,0.1558136558,65022,6.36E-001,4.82E-003,7.1
1648,0.1623624316,64167,4.78E-001,4.81E-003,6.9
1649,0.1763508039,63039,3.66E-002,4.82E-003,6.6
1650,0.1915140313,63965,1.18E-002,1.40E-004,6.1
1651,0.2008755193,67638,0.00E+000,0.00E+000,6.3
1652,0.1923671513,67742,0.00E+000,0.00E+000,6.1
1653,0.1743432356,63640,0.00E+000,2.92E-002,6.0
1654,0.1399252656,61518,0.00E+000,2.93E-002,5.7
1655,0.1003832865,61105,0.00E+000,8.17E-002,5.2
1656,0.0946329785,57436,0.00E+000,8.18E-002,5.0
1657,0.0805337788,54526,0.00E+000,2.94E-002,5.1
1658,0.0831244629,52392,0.00E+000,8.18E-002,5.2
1659,0.0879323558,50778,0.00E+000,1.85E-001,4.9
1660,0.1022871201,50193,0.00E+000,8.20E-002,4.8
1661,0.139037883,49857,0.00E+000,8.20E-002,5.0
1662,0.1858856502,48795,0.00E+000,8.20E-002,5.0
1663,0.2054020934,47037,2.82E-002,8.19E-002,4.9
1664,0.192821022,49377,1.52E-001,1.85E-001,4.5
1665,0.1729566842,53959,3.65E-001,1.84E-001,4.6
1666,0.1573130772,57377,5.94E-001,1.82E-001,5.0
1667,0.1439871948,59445,6.81E-001,1.81E-001,5.4
1668,0.134547108,60470,7.03E-001,3.20E-001,5.0
1669,0.129526672,59373,5.28E-001,1.80E-001,4.9
1670,0.1281142426,57738,4.05E-001,3.20E-001,5.4
1671,0.1298577221,56461,5.63E-001,1.79E-001,5.2
1672,0.135315582,55780,3.80E-001,3.18E-001,5.4
1673,0.1469737268,55104,5.16E-002,1.80E-001,5.8
1674,0.1596110157,56589,1.57E-002,7.97E-002,6.1
1675,0.1674130372,60129,0.00E+000,8.02E-002,6.0
1676,0.1603220202,60734,0.00E+000,2.89E-002,5.9
1677,0.1453005856,57284,0.00E+000,8.06E-002,5.2
1678,0.1166160704,56057,0.00E+000,1.83E-001,4.6
1679,0.0836611198,57366,0.00E+000,8.09E-002,4.6
1680,0.0788687163,55187,0.00E+000,1.84E-001,5.0
1681,0.0601640494,52886,0.00E+000,8.13E-002,6.1
1682,0.0618289003,50718,0.00E+000,1.84E-001,7.2
1683,0.0700103293,49118,0.00E+000,8.14E-002,7.7
1684,0.0917681877,48065,0.00E+000,1.84E-001,7.8
1685,0.1385227473,47471,0.00E+000,8.14E-002,7.9
1686,0.180201344,45700,0.00E+000,1.85E-001,8.5
1687,0.1713573329,41857,1.16E-002,8.15E-002,8.0
1688,0.1538017634,42612,8.40E-002,2.93E-002,7.8
1689,0.1370442046,46062,1.82E-001,2.91E-002,7.6
1690,0.1229976738,49260,2.19E-001,1.40E-004,7.9
1691,0.1130437316,51823,1.65E-001,4.84E-003,7.6
1692,0.1033495226,54604,1.24E-001,1.39E-004,7.6
1693,0.0970312553,53330,2.08E-001,1.40E-004,7.4
1694,0.0919559201,50921,1.24E-001,1.39E-004,7.6
1695,0.0939115381,49168,7.61E-002,1.39E-004,7.5
1696,0.1016704243,48273,3.89E-002,1.40E-004,7.2
1697,0.1183800176,47806,2.32E-002,4.83E-003,6.6
1698,0.1342079644,49270,6.62E-003,1.82E-001,5.8
1699,0.1446083854,55094,0.00E+000,2.90E-002,5.5
1700,0.1384284739,58255,0.00E+000,4.86E-003,5.3
1701,0.1198037005,56340,0.00E+000,2.91E-002,4.9
1702,0.0869857697,55851,0.00E+000,8.08E-002,4.8
1703,0.0649201249,57929,0.00E+000,8.08E-002,4.3
1704,0.0610137968,55418,0.00E+000,1.83E-001,4.2
1705,0.0805337788,53462,0.00E+000,1.83E-001,4.0
1706,0.0831244629,51666,0.00E+000,1.83E-001,4.0
1707,0.0879323558,50782,0.00E+000,1.83E-001,4.1
1708,0.1022871201,50262,0.00E+000,1.83E-001,4.1
1709,0.139037883,50955,0.00E+000,1.84E-001,3.9
1710,0.1858856502,53736,0.00E+000,8.16E-002,3.9
1711,0.2054020934,59112,3.06E-002,8.18E-002,3.9
1712,0.192821022,63715,1.88E-001,1.85E-001,3.7
1713,0.1729566842,66296,2.02E-001,8.12E-002,4.2
1714,0.1573130772,66798,4.18E-001,1.82E-001,4.9
1715,0.1439871948,67557,5.10E-001,7.99E-002,5.2
1716,0.134547108,68707,3.38E-001,3.20E-001,5.5
1717,0.129526672,68105,3.43E-001,3.19E-001,6.7
1718,0.1281142426,67689,3.73E-001,6.35E-001,7.3
1719,0.1298577221,66819,1.45E-001,4.98E-001,7.5
1720,0.135315582,65668,5.29E-002,5.00E-001,7.4
1721,0.1469737268,64097,1.82E-002,3.19E-001,7.9
1722,0.1596110157,64032,2.48E-003,5.02E-001,7.4
1723,0.1674130372,67815,0.00E+000,3.21E-001,7.1
1724,0.1603220202,70265,0.00E+000,5.02E-001,7.2
1725,0.1453005856,66512,0.00E+000,5.01E-001,7.2
1726,0.1166160704,64035,0.00E+000,6.37E-001,7.0
1727,0.0836611198,63299,0.00E+000,8.54E-001,7.0
1728,0.0788687163,59556,0.00E+000,7.67E-001,6.8
1729,0.0805337788,57354,0.00E+000,7.65E-001,6.9
1730,0.0831244629,55510,0.00E+000,8.50E-001,6.8
1731,0.0879323558,54297,0.00E+000,9.06E-001,6.6
1732,0.1022871201,54025,0.00E+000,7.65E-001,7.2
1733,0.139037883,54454,0.00E+000,4.97E-001,6.6
1734,0.1858856502,56531,0.00E+000,6.35E-001,6.3
1735,0.2054020934,60941,4.96E-003,3.18E-001,6.4
1736,0.192821022,64967,5.51E-002,3.21E-001,6.2
1737,0.1729566842,66900,1.51E-001,1.80E-001,6.5
1738,0.1573130772,67125,3.42E-001,3.20E-001,6.5
1739,0.1439871948,67985,5.13E-001,4.99E-001,6.6
1740,0.134547108,68676,5.38E-001,6.34E-001,6.8
1741,0.129526672,67751,4.75E-001,6.34E-001,6.9
1742,0.1281142426,67500,3.04E-001,6.32E-001,7.1
1743,0.1298577221,66471,4.28E-001,6.34E-001,7.4
1744,0.135315582,65208,2.82E-001,6.34E-001,7.6
1745,0.1469737268,63738,7.37E-002,3.17E-001,7.6
1746,0.1596110157,63989,1.57E-002,4.99E-001,7.3
1747,0.1674130372,67417,0.00E+000,1.79E-001,7.7
1748,0.1603220202,70098,0.00E+000,1.80E-001,8.0
1749,0.1453005856,66863,0.00E+000,7.97E-002,8.0
1750,0.1166160704,64355,0.00E+000,7.99E-002,7.8
1751,0.0836611198,63217,0.00E+000,8.02E-002,7.8
1752,0.0788687163,59409,0.00E+000,8.05E-002,7.9
1753,0.0966308533,56639,0.00E+000,8.07E-002,7.9
1754,0.0997393628,54576,0.00E+000,2.89E-002,8.1
1755,0.1055082562,53282,0.00E+000,4.84E-003,8.2
1756,0.1227322478,53119,0.00E+000,4.84E-003,8.4
1757,0.1668287453,53776,0.00E+000,1.40E-004,8.5
1758,0.2230404343,56003,0.00E+000,4.85E-003,8.6
1759,0.2464578199,60807,1.41E-002,4.84E-003,8.5
1760,0.2313620466,65000,5.54E-002,1.40E-004,8.3
1761,0.2075272292,67255,5.71E-002,4.81E-003,7.8
1762,0.1887567815,67311,6.70E-002,4.82E-003,7.4
1763,0.1727673245,68094,1.08E-001,4.82E-003,7.1
1764,0.1614403552,69339,8.77E-002,4.82E-003,6.8
1765,0.1554164355,68756,8.77E-002,4.81E-003,6.4
1766,0.15372169,68301,1.19E-001,4.81E-003,6.5
1767,0.1558136558,67309,6.70E-002,1.39E-004,6.7
1768,0.1623624316,66581,4.13E-002,1.39E-004,6.7
1769,0.1763508039,65206,1.41E-002,4.80E-003,6.6
1770,0.1915140313,65623,6.62E-003,1.39E-004,6.8
1771,0.2008755193,68898,0.00E+000,0.00E+000,5.6
1772,0.1923671513,70570,0.00E+000,0.00E+000,6.0
1773,0.1743432356,66642,0.00E+000,0.00E+000,4.8
1774,0.1399252656,64318,0.00E+000,0.00E+000,5.2
1775,0.1003832865,62892,0.00E+000,0.00E+000,5.0
1776,0.0946329785,58679,0.00E+000,0.00E+000,4.9
1777,0.0601640494,55703,0.00E+000,4.85E-003,4.5
1778,0.0618289003,53496,0.00E+000,1.40E-004,3.5
1779,0.0700103293,52297,0.00E+000,1.40E-004,3.6
1780,0.0917681877,52295,0.00E+000,4.85E-003,4.9
1781,0.1385227473,53053,0.00E+000,1.40E-004,3.7
1782,0.180201344,54991,0.00E+000,4.84E-003,3.4
1783,0.1713573329,60236,1.16E-002,4.84E-003,4.4
1784,0.1538017634,64829,5.29E-002,4.83E-003,4.5
1785,0.1370442046,67443,9.43E-002,1.39E-004,4.3
1786,0.1229976738,67766,8.27E-002,4.80E-003,4.7
1787,0.1130437316,68658,5.54E-002,5.98E-003,5.0
1788,0.1033495226,69769,5.95E-002,1.24E-003,5.1
1789,0.0970312553,69350,7.36E-002,3.28E-002,5.5
1790,0.0919559201,68885,5.71E-002,8.47E-002,5.1
1791,0.0939115381,68054,3.47E-002,3.53E-001,4.7
1792,0.1016704243,67087,2.56E-002,4.41E-001,6.0
1793,0.1183800176,65642,1.82E-002,3.52E-001,5.8
1794,0.1342079644,65855,2.48E-003,2.70E-001,5.2
1795,0.1446083854,68590,0.00E+000,5.25E-001,4.1
1796,0.1384284739,69983,0.00E+000,3.52E-001,6.1
1797,0.1198037005,66444,0.00E+000,3.52E-001,6.9
1798,0.0869857697,64066,0.00E+000,1.90E-001,7.2
1799,0.0649201249,63132,0.00E+000,2.70E-001,7.1
1800,0.0610137968,58797,0.00E+000,1.15E-001,6.6
1801,0.0805337788,56180,0.00E+000,1.90E-001,6.5
1802,0.0831244629,53979,0.00E+000,1.90E-001,6.3
1803,0.0879323558,52985,0.00E+000,1.15E-001,6.3
1804,0.1022871201,52950,0.00E+000,1.90E-001,5.7
1805,0.139037883,53434,0.00E+000,2.70E-001,5.5
1806,0.1858856502,55188,0.00E+000,2.70E-001,5.4
1807,0.2054020934,59936,2.48E-003,3.52E-001,4.7
1808,0.192821022,64457,1.57E-002,3.52E-001,4.9
1809,0.1729566842,67088,2.73E-002,3.52E-001,5.1
1810,0.1573130772,67529,2.56E-002,4.40E-001,5.0
1811,0.1439871948,68222,4.63E-002,1.15E-001,5.6
1812,0.134547108,69233,4.63E-002,3.52E-001,5.5
1813,0.129526672,68788,5.71E-002,1.78E-001,5.5
1814,0.1281142426,67186,5.95E-002,3.16E-001,5.6
1815,0.1298577221,66033,3.47E-002,4.95E-001,5.6
1816,0.135315582,65061,3.89E-002,1.78E-001,5.8
1817,0.1469737268,64060,2.56E-002,7.86E-002,5.8
1818,0.1596110157,64413,9.10E-003,2.83E-002,6.0
1819,0.1674130372,67260,0.00E+000,2.83E-002,6.0
1820,0.1603220202,68144,0.00E+000,7.89E-002,5.9
1821,0.1453005856,63836,0.00E+000,2.84E-002,6.3
1822,0.1166160704,61608,0.00E+000,7.90E-002,6.8
1823,0.0836611198,61238,0.00E+000,7.90E-002,6.9
1824,0.0788687163,57897,0.00E+000,7.91E-002,7.1
1825,0.0805337788,54799,0.00E+000,7.91E-002,7.4
1826,0.0831244629,52775,0.00E+000,1.79E-001,7.4
1827,0.0879323558,51365,0.00E+000,3.19E-001,7.2
1828,0.1022871201,50750,0.00E+000,7.93E-002,7.3
1829,0.139037883,50445,0.00E+000,1.80E-001,7.2
1830,0.1858856502,49139,0.00E+000,1.80E-001,7.3
1831,0.2054020934,47102,6.62E-003,1.80E-001,7.3
1832,0.192821022,49551,2.73E-002,3.19E-001,7.0
1833,0.1729566842,53516,5.54E-002,3.18E-001,6.9
1834,0.1573130772,56614,4.63E-002,4.97E-001,6.7
1835,0.1439871948,57782,7.61E-002,4.97E-001,6.7
1836,0.134547108,58403,2.16E-001,3.16E-001,6.9
1837,0.129526672,57005,1.66E-001,4.92E-001,7.2
1838,0.1281142426,54927,7.77E-002,6.28E-001,6.9
1839,0.1298577221,53316,7.79E-002,4.96E-001,6.7
1840,0.135315582,52596,1.03E-001,3.16E-001,6.6
1841,0.1469737268,51889,1.57E-002,8.49E-001,6.4
1842,0.1596110157,53221,6.62E-003,7.90E-002,6.3
1843,0.1674130372,56498,0.00E+000,1.79E-001,6.1
1844,0.1603220202,58931,0.00E+000,2.43E-001,6.2
1845,0.1453005856,55332,0.00E+000,2.88E-001,6.0
1846,0.1166160704,53564,0.00E+000,3.22E-001,6.3
1847,0.0836611198,54475,0.00E+000,2.74E-001,6.2
1848,0.0788687163,51978,0.00E+000,2.19E-001,6.4
1849,0.1048325081,49543,0.00E+000,1.25E-001,6.3
1850,0.1082048559,47276,0.00E+000,9.84E-002,6.3
1851,0.1144633908,46199,0.00E+000,8.09E-002,6.3
1852,0.1331492885,45554,0.00E+000,8.09E-002,6.2
1853,0.1809885268,45215,0.00E+000,8.08E-002,5.8
1854,0.2419712475,43613,0.00E+000,8.07E-002,5.7
1855,0.2673762106,39856,6.62E-003,8.05E-002,6.1
1856,0.2509991663,41335,1.82E-002,1.82E-001,6.3
1857,0.2251413414,44937,3.47E-002,1.81E-001,6.2
1858,0.2047777303,48038,5.29E-002,1.81E-001,6.3
1859,0.1874311497,50370,6.45E-002,3.22E-001,5.5
1860,0.175142791,52609,7.36E-002,1.81E-001,5.8
1861,0.1686075841,50945,8.27E-002,1.81E-001,5.7
1862,0.1667689952,48327,8.27E-002,3.21E-001,5.4
1863,0.169038519,46434,4.63E-002,5.03E-001,5.3
1864,0.1761431296,45341,4.38E-002,1.80E-001,5.8
1865,0.1913187811,45196,2.73E-002,7.96E-002,6.0
1866,0.2077690049,47453,9.10E-003,7.97E-002,6.2
1867,0.2179250599,52242,0.00E+000,1.80E-001,6.2
1868,0.2086945344,56353,0.00E+000,1.81E-001,6.3
1869,0.1891408181,54280,0.00E+000,7.98E-002,6.0
1870,0.1518015834,53646,0.00E+000,1.81E-001,5.7
1871,0.1089034333,54899,0.00E+000,1.81E-001,5.0
1872,0.1026650613,51371,0.00E+000,2.87E-002,4.6
1873,0.1154860344,48589,0.00E+000,2.87E-002,3.5
1874,0.1179217554,46618,0.00E+000,8.01E-002,3.2
1875,0.1233299357,46055,0.00E+000,1.81E-001,3.1
1876,0.1367882996,46781,0.00E+000,1.81E-001,2.7
1877,0.1709466284,48392,0.00E+000,3.23E-001,2.5
1878,0.2352365983,51721,0.00E+000,1.82E-001,2.7
