class,Sink,Source,Source,Sink,Source,Source
,0.5348269549,0,0.029453,0.6014492754,0,0.049097
,0.5726614942,0.002414,0.030029,0.6151792525,0,0.04844
,0.625490367,0.06628,0.027786,0.6270022883,0.012049,0.046503
,0.6740475983,0.195206,0.018997,0.6707856598,0.08823,0.042871
,0.688344521,0.355797,0.032283,0.7036613272,0.20652,0.047414
,0.7002005056,0.488821,0.034114,0.719221968,0.372772,0.066362
,0.6964519222,0.551716,0.032692,0.7295194508,0.524561,0.08478
,0.66227879,0.56464,0.03477,0.7272311213,0.616804,0.10455
,0.6447563421,0.541135,0.036703,0.6953470633,0.656134,0.12879
,0.6295004795,0.496267,0.037529,0.6760488177,0.644648,0.161501
,0.6208700201,0.426636,0.037284,0.6700991609,0.577885,0.202651
,0.6187777875,0.334294,0.036208,0.6662852784,0.445204,0.240466
,0.630372243,0.208027,0.034773,0.6723874905,0.267345,0.260194
,0.6288030686,0.081889,0.030006,0.6856598017,0.109432,0.250569
,0.6437102258,0.007161,0.029428,0.6845919146,0.02228,0.222953
,0.6284543632,0,0.026046,0.6845156369,0.000011,0.214875
,0.5875686514,0,0.021969,0.689092296,0,0.214975
,0.5800714846,0,0.022712,0.6832189169,0,0.224587
,0.5312527243,0,0.029837,0.6678108314,0,0.239588
,0.4991718246,0,0.039549,0.6171624714,0,0.25248
,0.4737163281,0,0.049485,0.5891685736,0,0.251222
,0.464911516,0,0.056891,0.5626239512,0,0.238526
,0.4524452968,0,0.061944,0.5537757437,0,0.227137
,0.4587219946,0,0.063953,0.5484363082,0,0.218923
,0.4754598553,0,0.064495,0.5550724638,0,0.215555
,0.4960334757,0.001994,0.061731,0.5678108314,0,0.209447
,0.5428471798,0.031516,0.057656,0.5719298246,0.011437,0.188082
,0.5797227792,0.082407,0.040739,0.6081617086,0.068875,0.148548
,0.6060500392,0.144843,0.043055,0.6455377574,0.15442,0.12954
,0.6364745881,0.236289,0.068882,0.669870328,0.264906,0.131431
,0.6472844565,0.346423,0.101953,0.693440122,0.375024,0.146642
,0.6145061459,0.434835,0.134147,0.6987795576,0.483184,0.167321
,0.5935838201,0.488198,0.17378,0.6858886346,0.581268,0.191766
,0.5716153779,0.508276,0.219137,0.6559877956,0.606479,0.212206
,0.5674309127,0.468227,0.26455,0.6536994661,0.597377,0.220055
,0.5661232674,0.386328,0.293062,0.6398169336,0.523821,0.21753
,0.5762357249,0.262678,0.275026,0.6413424867,0.391706,0.210755
,0.5932351146,0.124945,0.202888,0.6546147979,0.24786,0.199554
,0.6226135472,0.017667,0.173536,0.6568268497,0.093996,0.17441
,0.6211315491,0,0.155384,0.666590389,0.001264,0.183333
,0.5921889983,0,0.130609,0.6944317315,0,0.221318
,0.5855635952,0,0.107834,0.6918382914,0,0.273654
,0.5448522361,0,0.099288,0.6697177727,0,0.335517
,0.5172173307,0,0.095459,0.618993135,0,0.403327
,0.4933310086,0,0.093273,0.5923722349,0,0.460466
,0.4896696016,0,0.100002,0.5785659802,0,0.500243
,0.4854851364,0,0.122985,0.5721586575,0,0.519463
,0.5191352105,0,0.171539,0.5813119756,0,0.518563
,0.6104088571,0,0.248426,0.6243325706,0,0.501938
,0.7124923721,0.00696,0.337912,0.6995423341,0,0.477918
,0.7903408596,0.107828,0.37965,0.7405034325,0.010483,0.450821
,0.8090837765,0.251459,0.406426,0.7885583524,0.07426,0.425884
,0.8198936448,0.377749,0.619394,0.8198321892,0.225414,0.445296
,0.838462209,0.49134,0.74816,0.8324180015,0.423277,0.460384
,0.8476157266,0.559522,0.760331,0.8471395881,0.542371,0.455454
,0.8201551739,0.596489,0.73933,0.8331045004,0.603086,0.44994
,0.8214628193,0.581582,0.719641,0.8218916857,0.619289,0.463245
,0.8154476506,0.487981,0.695377,0.8084668192,0.61238,0.484268
,0.8181501177,0.378675,0.667793,0.8128146453,0.576433,0.501205
,0.8076017784,0.268513,0.631447,0.7980167811,0.508319,0.505353
,0.8047249586,0.172828,0.566303,0.7998474447,0.406287,0.498306
,0.7941766193,0.086794,0.551501,0.790617849,0.265521,0.470902
,0.7838898091,0.009118,0.586877,0.768344775,0.101946,0.403966
,0.7475372679,0,0.595302,0.7588100686,0.002078,0.352242
,0.6809345306,0,0.576328,0.7648360031,0,0.323494
,0.6662017261,0,0.54335,0.7623188406,0,0.293466
,0.6100601517,0,0.501303,0.7411136537,0,0.279987
,0.5745793741,0,0.454618,0.6900839054,0,0.271672
,0.5582773952,0,0.405928,0.6576659039,0,0.264766
,0.5461598814,0,0.370326,0.6337147216,0,0.258541
,0.535088484,0,0.365064,0.6244088482,0,0.258216
,0.5601080987,0,0.371593,0.6366132723,0,0.261625
,0.6463255165,0,0.388941,0.666819222,0,0.24307
,0.7379478685,0.003603,0.410001,0.7340961098,0,0.215809
,0.8061197803,0.073078,0.434704,0.7685736079,0.014702,0.193134
,0.8300932787,0.215192,0.533749,0.800228833,0.106066,0.167736
,0.8440414959,0.325949,0.612544,0.8212051869,0.286069,0.192128
,0.8543283062,0.421316,0.635687,0.8330282227,0.447,0.205146
,0.8529334844,0.495594,0.636305,0.8551487414,0.567689,0.195572
,0.8233806992,0.533032,0.635263,0.8411899314,0.656923,0.188986
,0.8222474065,0.533278,0.638777,0.8400457666,0.706159,0.183318
,0.8088222474,0.487785,0.644198,0.8292906178,0.704304,0.173744
,0.8008891988,0.410138,0.652855,0.8183066362,0.659902,0.161979
,0.7850231017,0.315712,0.650571,0.807856598,0.577707,0.152747
,0.7904280359,0.213161,0.63282,0.8032036613,0.452438,0.152824
,0.7868538052,0.106272,0.604785,0.7929824561,0.288752,0.159118
,0.7760439369,0.020359,0.60906,0.771624714,0.115375,0.159163
,0.7511986749,0,0.629333,0.7628527841,0.003069,0.163996
,0.6904367536,0,0.637444,0.7762776506,0,0.170155
,0.667160666,0,0.636242,0.7803203661,0,0.158285
,0.6102345044,0,0.627204,0.757208238,0,0.155243
,0.595763229,0,0.613372,0.7050343249,0,0.154035
,0.5774561939,0,0.606261,0.6690312738,0,0.147244
,0.5613285677,0,0.609282,0.6399694889,0,0.139943
,0.5620259786,0,0.616872,0.6338672769,0,0.135211
,0.6062243919,0,0.621276,0.6423340961,0,0.131882
,0.6804986488,0,0.613773,0.6726926011,0,0.1248
,0.7584343126,0.004384,0.596758,0.734935164,0,0.114937
,0.8103914218,0.071575,0.579792,0.7672006102,0.02789,0.103611
,0.8203295266,0.197524,0.616831,0.7977879481,0.140459,0.078491
,0.8293958678,0.347797,0.677397,0.8206712433,0.312551,0.071935
,0.8468311394,0.468139,0.714619,0.8278413425,0.470191,0.088286
,0.8346264493,0.519912,0.733113,0.8373760488,0.591659,0.09088
,0.8152732979,0.540264,0.751748,0.823798627,0.672641,0.092927
,0.8033301369,0.524505,0.767999,0.8138062548,0.711354,0.094707
,0.7830180455,0.498727,0.781852,0.804805492,0.709628,0.093441
,0.7695057101,0.456045,0.790931,0.7945842868,0.665689,0.088025
,0.7639264232,0.366624,0.788452,0.7877955759,0.580345,0.078857
,0.7674134775,0.255996,0.774064,0.781006865,0.449773,0.069586
,0.7537267893,0.129903,0.737776,0.7797101449,0.287262,0.060626
,0.7719466481,0.025681,0.708175,0.7564454615,0.117871,0.050317
,0.7383837503,0,0.704413,0.7499618612,0.003997,0.058338
,0.7141487229,0,0.689017,0.7639206712,0,0.077936
,0.6673350187,0,0.667631,0.7690312738,0,0.099314
,0.6168599076,0,0.637151,0.7529366895,0,0.128851
,0.5931479383,0,0.608549,0.6987032799,0,0.158506
,0.5700462035,0,0.596909,0.6546910755,0,0.182857
,0.5568825734,0,0.601552,0.6312738368,0,0.203674
,0.5554877517,0,0.61012,0.6264683448,0,0.220547
,0.5823380699,0,0.614017,0.6326468345,0,0.233778
,0.6600122047,0,0.6213,0.6573607933,0,0.246208
,0.7391683375,0.01259,0.630844,0.7185354691,0,0.255882
,0.8092581292,0.115705,0.606309,0.7457665904,0.032052,0.259349
,0.8346264493,0.282322,0.633378,0.7772692601,0.144234,0.228281
,0.8481387848,0.437894,0.717384,0.8064836003,0.281541,0.191001
,0.846482434,0.572083,0.720704,0.8209763539,0.390393,0.18684
,0.845261965,0.675583,0.690082,0.8239511823,0.469533,0.185799
,0.8131810653,0.735741,0.638572,0.8236460717,0.559757,0.18519
,0.808473542,0.747459,0.574585,0.8117467582,0.629061,0.19022
,0.7957457937,0.708053,0.502062,0.7970251716,0.663623,0.205799
,0.7827565164,0.623037,0.422367,0.7818459191,0.638062,0.231723
,0.7629674832,0.493844,0.338982,0.7670480549,0.508351,0.254548
,0.7681108883,0.332065,0.24655,0.7732265446,0.302534,0.259443
,0.7672391247,0.170692,0.166262,0.7790999237,0.110664,0.244236
,0.7573881963,0.041784,0.142072,0.766819222,0.021196,0.239453
,0.7511114986,0,0.134256,0.7598779558,0.000011,0.262689
,0.6890419318,0,0.117071,0.7629290618,0,0.285757
,0.6628890245,0,0.103216,0.7714721587,0,0.292183
,0.6125010897,0,0.093237,0.7527841342,0,0.290617
,0.5915787638,0,0.091736,0.6967963387,0,0.286413
,0.5607183332,0,0.105527,0.6531655225,0,0.286132
,0.5526109319,0,0.1265,0.6280701754,0,0.298112
,0.5424984744,0,0.142406,0.6149504195,0,0.3204
,0.5705692616,0,0.148184,0.619221968,0,0.342986
,0.6321157702,0,0.138955,0.6477498093,0,0.356856
,0.7156307209,0.015249,0.120545,0.7089244851,0,0.35982
,0.7782233458,0.117663,0.08377,0.7405034325,0.025869,0.350757
,0.7992328481,0.259342,0.042218,0.7742181541,0.143823,0.318509
,0.8043762532,0.374616,0.057499,0.8114416476,0.30308,0.343247
,0.8120477726,0.45638,0.062978,0.8232646834,0.438099,0.333325
,0.8122221254,0.512777,0.062367,0.8355453852,0.528992,0.324298
,0.7748234679,0.526593,0.063758,0.8281464531,0.589372,0.333105
,0.7620957196,0.491074,0.067261,0.8090007628,0.620618,0.351164
,0.741957981,0.426421,0.074255,0.7916857361,0.609872,0.380369
,0.7420451574,0.338007,0.086497,0.7802440885,0.568265,0.399781
,0.7329788161,0.242967,0.103551,0.7610983982,0.494811,0.398076
,0.7458809171,0.146475,0.13048,0.7720823799,0.393483,0.392095
,0.7440502136,0.057975,0.178194,0.7636918383,0.260833,0.381387
,0.7314968181,0.004776,0.27447,0.7429443173,0.089231,0.350479
,0.7138871938,0,0.364323,0.7310450038,0.003116,0.330626
,0.6566123267,0,0.411909,0.7438596491,0,0.329359
,0.6437102258,0,0.438462,0.7576659039,0,0.31284
,0.593322291,0,0.462017,0.7479023646,0,0.29103
,0.5581030425,0,0.475964,0.6884820748,0,0.266968
,0.5282887281,0,0.481521,0.6389016018,0,0.243344
,0.5117252201,0,0.486733,0.6103737605,0,0.221821
,0.4936797141,0,0.49261,0.5961861175,0,0.206532
,0.49952053,0,0.497175,0.6011441648,0,0.19782
,0.5316886061,0,0.489547,0.6027459954,0,0.198604
,0.5622003313,0.007556,0.482148,0.6061784897,0,0.206914
,0.6177316712,0.080517,0.436657,0.622273074,0.017542,0.210264
,0.6574840903,0.19511,0.41329,0.6607170099,0.098991,0.195912
,0.6774474762,0.311559,0.4451,0.6962623951,0.274927,0.217393
,0.6847702903,0.398202,0.462748,0.7112890923,0.442489,0.245639
,0.6773602999,0.484996,0.476892,0.7422578185,0.54915,0.257936
,0.6424897568,0.543507,0.491675,0.7398169336,0.632019,0.266823
,0.6240083689,0.542596,0.499485,0.715713196,0.682776,0.276335
,0.60770639,0.49036,0.50494,0.6926773455,0.681023,0.285915
,0.6008194578,0.390437,0.518907,0.6838291381,0.640857,0.303477
,0.6025629849,0.265984,0.527485,0.6774218154,0.555542,0.335775
,0.6209571964,0.164999,0.493954,0.6838291381,0.413538,0.373134
,0.6145933223,0.077013,0.426164,0.6874904653,0.253812,0.381313
,0.6172957894,0.015346,0.391024,0.6789473684,0.103672,0.37063
,0.6050039229,0,0.350207,0.672921434,0.005206,0.408665
,0.5714410252,0,0.295188,0.6938977879,0,0.434978
,0.5719640833,0,0.243962,0.6914569031,0,0.433101
,0.5259349664,0,0.22116,0.6804729214,0,0.442121
,0.4917618342,0,0.199602,0.6311212815,0,0.445935
,0.4602039927,0,0.174791,0.5900839054,0,0.43439
,0.4504402406,0,0.157985,0.5626239512,0,0.414546
,0.4383227269,0,0.148328,0.5518688024,0,0.398666
,0.4429430738,0,0.142672,0.5421815408,0,0.389812
,0.4565425857,0,0.135388,0.5488939741,0,0.375817
,0.4745009154,0.004851,0.13031,0.5610983982,0,0.362578
,0.5261093192,0.053006,0.109992,0.5665141114,0.022673,0.349632
,0.5656873856,0.149126,0.096913,0.5983218917,0.0989,0.326144
,0.5907070003,0.272974,0.112265,0.63668955,0.195801,0.328543
,0.6153779095,0.404533,0.128246,0.6479786423,0.309512,0.353634
,0.6152035568,0.457693,0.129606,0.6674294432,0.426629,0.37699
,0.5732717287,0.465195,0.125202,0.6876430206,0.543325,0.385547
,0.5550518699,0.450382,0.116749,0.6627002288,0.563089,0.385859
,0.5351756604,0.428297,0.107954,0.6339435545,0.485829,0.37023
,0.52776567,0.370172,0.099289,0.6085430969,0.378926,0.344132
,0.5220992067,0.29332,0.09365,0.6023646072,0.303253,0.309228
,0.5460727051,0.194543,0.087538,0.6123569794,0.211372,0.271611
,0.5613285677,0.089421,0.076229,0.6216628528,0.13799,0.223009
,0.5736204341,0.013973,0.088936,0.6376811594,0.058774,0.165281
,0.573097376,0,0.114034,0.6428680397,0.002862,0.126196
,0.5472059977,0,0.135161,0.6648360031,0,0.095437
,0.543370238,0,0.149903,0.6682684973,0,0.073486
,0.4990846482,0,0.165795,0.6562166285,0,0.064199
,0.470752332,0,0.178158,0.601525553,0,0.067007
,0.4485223607,0,0.186167,0.571395881,0,0.077511
,0.4402406067,0,0.190409,0.5491990847,0,0.091643
,0.4292563857,0,0.194334,0.5343249428,0,0.107404
,0.4391073141,0,0.199111,0.534935164,0,0.120375
,0.4573271729,0,0.216259,0.5469870328,0,0.12041
,0.4718856246,0.002866,0.234019,0.5575133486,0.000008,0.114803
,0.5178275652,0.039147,0.217623,0.5607932876,0.033936,0.110928
,0.5574056316,0.106348,0.254042,0.5861174676,0.148345,0.096834
,0.5859994769,0.195481,0.361159,0.6219679634,0.296216,0.08358
,0.6078807427,0.325751,0.443188,0.6519450801,0.428852,0.090419
,0.6095370935,0.442799,0.465717,0.6664378337,0.496152,0.093561
,0.5728358469,0.495347,0.463416,0.6679633867,0.536541,0.097376
,0.5513904629,0.478794,0.458855,0.6527841342,0.530532,0.102185
,0.5344782495,0.434442,0.448074,0.6376048818,0.483213,0.104499
,0.524365792,0.354993,0.422733,0.6307398932,0.411762,0.102323
,0.5299450789,0.254676,0.384361,0.6286803966,0.299711,0.096816
,0.5518263447,0.147027,0.331047,0.6576659039,0.185326,0.087682
,0.5691744399,0.061337,0.258414,0.6774218154,0.100487,0.077817
,0.5861738297,0.008224,0.245888,0.6745232647,0.033674,0.073803
,0.5880917095,0,0.247219,0.6794050343,0.000815,0.078626
,0.5590619824,0,0.232738,0.6835240275,0,0.086349
,0.5569697498,0,0.206653,0.6961861175,0,0.090702
,0.5165199198,0,0.181942,0.6719298246,0,0.090108
,0.4892337198,0,0.163729,0.6163234172,0,0.08698
,0.4749367971,0,0.152828,0.5806254767,0,0.085894
,0.4667422195,0,0.142722,0.560488177,0,0.088123
,0.4623834016,0,0.132355,0.5573607933,0,0.092543
,0.4928951268,0,0.123182,0.5677345538,0,0.095773
,0.5869584169,0,0.106891,0.6104500381,0,0.100639
,0.6863394647,0.006074,0.094264,0.6945842868,0,0.10272
,0.7618341906,0.063634,0.071151,0.7543859649,0.021475,0.099826
,0.7963560282,0.165765,0.066824,0.7955758963,0.102815,0.09363
,0.8076889548,0.28187,0.082245,0.8257818459,0.228964,0.104105
,0.8151861215,0.384342,0.100106,0.8307398932,0.365504,0.124831
,0.8230319937,0.433772,0.112402,0.8341723875,0.481214,0.136504
,0.7877255688,0.441351,0.110401,0.8069412662,0.558331,0.1359
,0.7811001656,0.450291,0.093015,0.8117467582,0.551508,0.128053
,0.7719466481,0.436721,0.066875,0.8187643021,0.511389,0.114122
,0.7617470142,0.384292,0.042718,0.812890923,0.444402,0.098394
,0.7479731497,0.309806,0.027999,0.7948893974,0.361803,0.084454
,0.7460552698,0.192975,0.020254,0.7999237223,0.266454,0.071751
,0.7432656264,0.083787,0.014695,0.7864988558,0.156227,0.05912
,0.7286199983,0.013708,0.015,0.7638443936,0.072017,0.04669
,0.7276610583,0,0.017677,0.7435545385,0.004873,0.042946
,0.6666376079,0,0.020014,0.7578184592,0,0.046629
,0.6390898788,0,0.024837,0.7611746758,0,0.054651
,0.5889634731,0,0.030306,0.7270022883,0,0.063062
,0.563595153,0,0.032392,0.6781845919,0,0.066746
,0.533868015,0,0.038044,0.6385202136,0,0.065416
,0.5248888501,0,0.052442,0.6100686499,0,0.059961
,0.5161712144,0,0.063125,0.606331045,0,0.049132
,0.5463342342,0,0.067076,0.6117467582,0,0.034627
,0.6145933223,0,0.067513,0.6533180778,0,0.019013
,0.7238252986,0.021975,0.068874,0.7213577422,0.000088,0.010255
,0.7859820417,0.121878,0.052499,0.7747520976,0.035085,0.010223
,0.7897306251,0.257584,0.041618,0.7993897788,0.145354,0.012122
,0.7938279139,0.394753,0.058102,0.8198321892,0.295776,0.012747
,0.8006276698,0.500785,0.066864,0.8305110603,0.439371,0.01816
,0.8088222474,0.546755,0.06981,0.8425629291,0.537979,0.022917
,0.7892947433,0.571692,0.070224,0.8313501144,0.597871,0.022132
,0.7817975765,0.559686,0.073971,0.8333333333,0.616944,0.018426
,0.766803243,0.506822,0.084444,0.828375286,0.593082,0.015027
,0.7605265452,0.426869,0.095678,0.8175438596,0.53352,0.013355
,0.7430912736,0.321027,0.107318,0.8120518688,0.439879,0.012304
,0.7510243222,0.196582,0.114611,0.7959572845,0.322189,0.01202
,0.7416964519,0.080296,0.116597,0.7881006865,0.176443,0.012362
,0.7303635254,0.013377,0.142028,0.7659038902,0.062405,0.014175
,0.727835411,0,0.175804,0.7525553013,0.005085,0.017914
,0.6719553657,0,0.195223,0.769641495,0,0.020946
,0.6410077587,0,0.205458,0.7649122807,0,0.020326
,0.5852148897,0,0.218503,0.731884058,0,0.020019
,0.5526981083,0,0.227267,0.6724637681,0,0.023543
,0.5249760265,0,0.230792,0.634706331,0,0.025236
,0.5157353326,0,0.236604,0.6134248665,0,0.024336
,0.5118123965,0,0.245185,0.601525553,0,0.022822
,0.53997036,0,0.255449,0.6094584287,0,0.02162
,0.6232237817,0,0.263698,0.6424866514,0,0.018363
,0.7255688257,0.006614,0.270303,0.7142639207,0,0.016106
,0.7915613286,0.06277,0.235178,0.7726926011,0.022339,0.014507
,0.8047249586,0.158377,0.216807,0.8084668192,0.084964,0.011879
,0.8053351931,0.273412,0.267485,0.8260869565,0.159889,0.008801
,0.8176270595,0.383661,0.292581,0.8289092296,0.242691,0.006902
,0.8217243484,0.458404,0.288736,0.8360793288,0.334544,0.006299
,0.7969662627,0.484253,0.273021,0.8099160946,0.441861,0.007063
,0.7937407375,0.471562,0.263264,0.8060259344,0.498367,0.008691
,0.7802284021,0.401277,0.266899,0.7937452326,0.408744,0.011988
,0.7677621829,0.324887,0.278343,0.7945080092,0.275644,0.018061
,0.7519832621,0.249115,0.278939,0.7953470633,0.181752,0.029232
,0.7606137216,0.166791,0.260014,0.8180778032,0.12906,0.047018
,0.7506756168,0.08504,0.250705,0.8023646072,0.074852,0.071122
,0.7367273995,0.02076,0.280791,0.7747520976,0.027208,0.096587
,0.7250457676,0,0.308962,0.7582761251,0.001732,0.124896
,0.6706477203,0,0.3086,0.7626239512,0,0.148919
,0.6360387063,0,0.290706,0.7603356217,0,0.161817
,0.5876558277,0,0.267001,0.7266971777,0,0.180206
,0.5601080987,0,0.236467,0.6722349352,0,0.196521
,0.5370063639,0,0.206334,0.6300533944,0,0.208361
,0.5189608578,0,0.180511,0.6105263158,0,0.218927
,0.5073664022,0,0.167225,0.6016018307,0,0.230273
,0.5378781275,0,0.160482,0.607856598,0,0.239424
,0.6165112022,0,0.161614,0.6405034325,0,0.227814
,0.7202510679,0.010088,0.156445,0.7096872616,0.000072,0.210184
,0.7879870979,0.079924,0.11885,0.7684973303,0.027045,0.194795
,0.8088222474,0.17942,0.106234,0.7973302822,0.115697,0.180878
,0.8139656525,0.287169,0.119532,0.8187643021,0.239644,0.180733
,0.8268677535,0.37481,0.11546,0.8282227307,0.377599,0.198088
,0.8283497515,0.432076,0.103292,0.8373760488,0.508321,0.216575
,0.7917356813,0.447086,0.090353,0.8194508009,0.590658,0.225121
,0.7720338244,0.440761,0.086595,0.8208237986,0.613481,0.222629
,0.7559933746,0.405464,0.08798,0.7980930587,0.587036,0.211289
,0.7413477465,0.344242,0.093702,0.7844393593,0.518559,0.194626
,0.7362043414,0.262525,0.107856,0.7864988558,0.369772,0.176939
,0.7316711708,0.166501,0.124232,0.785583524,0.222675,0.172272
,0.7205997733,0.073944,0.126799,0.7658276125,0.123801,0.171353
,0.706390027,0.013265,0.142377,0.7337147216,0.048158,0.170763
,0.7004620347,0,0.162103,0.7211289092,0.003715,0.192252
,0.6397872897,0,0.158977,0.7295194508,0,0.224946
,0.6176444948,0,0.138823,0.734706331,0,0.249785
,0.5703077325,0,0.119409,0.7102974828,0,0.252803
,0.537529422,0,0.101408,0.6543096873,0,0.244775
,0.505361346,0,0.081784,0.6122807018,0,0.225938
,0.4914131288,0,0.064158,0.5774218154,0,0.199323
,0.4760700898,0,0.052374,0.5688787185,0,0.174964
,0.4828698457,0,0.046088,0.5660564455,0,0.163757
,0.5164327434,0,0.03697,0.5711670481,0,0.169733
,0.5498212885,0.00989,0.03151,0.5788710908,0,0.190559
,0.6112806207,0.067727,0.028085,0.601525553,0.031825,0.213499
,0.6563507977,0.163155,0.033561,0.6463768116,0.134142,0.219439
,0.6771859472,0.292926,0.039754,0.6882532418,0.257586,0.255437
,0.6913956935,0.412062,0.045587,0.7081617086,0.352846,0.30393
,0.6938366315,0.507705,0.063024,0.719221968,0.421343,0.327444
,0.6608839683,0.550784,0.078234,0.7143401983,0.459824,0.328059
,0.6357771772,0.547851,0.084574,0.700228833,0.457819,0.316494
,0.6191264929,0.510809,0.084039,0.6881769641,0.412256,0.292332
,0.6115421498,0.430263,0.081937,0.6771929825,0.334659,0.261972
,0.5989015779,0.31777,0.079944,0.6755148741,0.224369,0.226073
,0.6107575625,0.180877,0.074279,0.6787948131,0.121337,0.185041
,0.5989887542,0.082361,0.068379,0.6713196034,0.056756,0.145482
,0.5956760527,0.016777,0.088357,0.6709382151,0.019583,0.123096
,0.6061372156,0,0.13834,0.657208238,0.000914,0.122518
,0.5739691396,0,0.189611,0.6630816171,0,0.12979
,0.5604568041,0,0.227683,0.6601830664,0,0.135947
,0.5116380438,0,0.262898,0.647597254,0,0.141239
,0.4799930259,0,0.29013,0.6062547674,0,0.14268
,0.4575015256,0,0.302222,0.5734553776,0,0.141106
,0.4441635428,0,0.291948,0.5489702517,0,0.138039
,0.4317845,0,0.264524,0.5385964912,0,0.135284
,0.4346613199,0,0.240576,0.5350114416,0,0.136372
,0.4426815448,0,0.224081,0.5404271548,0,0.142322
,0.4648243396,0.014508,0.205169,0.5421815408,0,0.14285
,0.5077151077,0.084183,0.17111,0.5538520214,0.021624,0.138265
,0.537529422,0.211613,0.203465,0.5866514111,0.111443,0.129372
,0.5640310348,0.338827,0.290779,0.627078566,0.227726,0.129717
,0.5857379479,0.444498,0.365958,0.6481311976,0.346563,0.142739
,0.600645105,0.491809,0.414337,0.6727688787,0.461448,0.145093
,0.5710051434,0.498661,0.445228,0.6798627002,0.554101,0.1269
,0.5543544591,0.479629,0.459146,0.6588100686,0.590302,0.109848
,0.5390114201,0.419802,0.451108,0.6319603356,0.592979,0.098891
,0.5318629588,0.344047,0.425927,0.6274599542,0.520069,0.095898
,0.5426728271,0.245358,0.389338,0.6212051869,0.392305,0.100864
,0.5649027984,0.141644,0.326725,0.6398169336,0.236851,0.110166
,0.5848661843,0.062781,0.209962,0.6489702517,0.126843,0.116647
,0.5975067562,0.010215,0.153412,0.6555301297,0.071835,0.109952
,0.599424636,0,0.146822,0.6575133486,0.014719,0.113547
,0.571876907,0,0.143715,0.6750572082,0,0.124672
,0.5685642054,0,0.138157,0.6694889397,0,0.12536
,0.5285502572,0,0.121687,0.6402745995,0,0.120683
,0.5054485224,0,0.102573,0.5966437834,0,0.111817
,0.485136431,0,0.085695,0.5695652174,0,0.100618
,0.4776392642,0,0.071205,0.5495041953,0,0.091409
,0.4741522099,0,0.059919,0.5428680397,0,0.084467
,0.5098073402,0,0.054014,0.5544622426,0,0.078701
,0.5930607619,0,0.046905,0.6012967201,0,0.069837
,0.7098770813,0.010545,0.040225,0.6739893211,0,0.063179
,0.7797053439,0.073961,0.035289,0.7358504958,0.03079,0.058459
,0.7984482608,0.180688,0.038974,0.7778032037,0.109864,0.050531
,0.8042019004,0.308949,0.057535,0.7971014493,0.240762,0.052237
,0.8151861215,0.430565,0.067376,0.8064073227,0.359973,0.055885
,0.8178885886,0.531274,0.070151,0.8231121281,0.444569,0.059124
,0.7970534391,0.573246,0.062667,0.8235697941,0.493329,0.058135
,0.7809258129,0.577652,0.050531,0.8257055683,0.500655,0.051792
,0.7719466481,0.525762,0.044326,0.8091533181,0.457204,0.045279
,0.7691570046,0.437224,0.049833,0.7887871854,0.359929,0.040512
,0.7506756168,0.324346,0.068087,0.7877955759,0.257382,0.036845
,0.7562549037,0.20295,0.098617,0.7919908467,0.176427,0.035644
,0.7569523145,0.08902,0.115286,0.7846681922,0.123472,0.037113
,0.7366402232,0.013901,0.150841,0.7641495042,0.064378,0.038416
,0.7249585912,0,0.19683,0.7463005339,0.008915,0.038824
,0.6623659663,0,0.224726,0.7426392067,0,0.039048
,0.6302850667,0,0.236157,0.7401983219,0,0.037811
,0.5795484265,0,0.219431,0.7090770404,0,0.036198
,0.5499084648,0,0.201531,0.6553775744,0,0.034561
,0.5227094412,0,0.19206,0.6209000763,0,0.032205
,0.5101560457,0,0.192366,0.5970251716,0,0.029428
,0.5052741696,0,0.19797,0.5925247902,0,0.027973
,0.5261093192,0,0.198804,0.5958047292,0,0.028509
,0.6060500392,0,0.204657,0.6278413425,0,0.029204
,0.7198151861,0.011413,0.204094,0.6893211289,0,0.029175
,0.7929561503,0.06734,0.179125,0.7544622426,0.02433,0.02824
,0.8094324819,0.145933,0.224608,0.795194508,0.080999,0.0227
,0.8148374161,0.232061,0.252179,0.8170099161,0.151189,0.018341
,0.8304419841,0.306389,0.249125,0.823798627,0.225892,0.019554
,0.8275651643,0.332687,0.232413,0.8352402746,0.303603,0.021765
,0.8056838985,0.339499,0.223121,0.8169336384,0.373507,0.023964
,0.7975764973,0.360249,0.224511,0.8246376812,0.419925,0.024906
,0.7899049778,0.351594,0.22072,0.8176201373,0.433386,0.02443
,0.7822334583,0.324046,0.200282,0.7966437834,0.422601,0.023369
,0.7676750065,0.278082,0.173608,0.790389016,0.334711,0.023303
,0.7691570046,0.192511,0.157811,0.7911517925,0.239061,0.024386
,0.7518960858,0.100036,0.144786,0.7831426392,0.131945,0.026202
,0.7383837503,0.020276,0.17146,0.7578184592,0.055898,0.026725
,0.7320198762,0,0.228136,0.7394355454,0.007433,0.027721
,0.6669863133,0,0.267013,0.7482074752,0,0.035161
,0.6419666986,0,0.285529,0.7520213577,0,0.042228
,0.5923633511,0,0.274091,0.7205949657,0,0.046475
,0.5594978642,0,0.248786,0.6671243326,0,0.049167
,0.53997036,0,0.226463,0.630358505,0,0.049585
,0.5207915613,0,0.212214,0.6090770404,0,0.048231
,0.5128585128,0,0.201568,0.6031273837,0,0.047522
,0.53997036,0,0.186691,0.6098398169,0,0.049985
