timestep,demand_el,pv,wind
2044,199300.3274987,0,0.32768
2045,204538.7572081,0,0.31671
2046,204054.1447681,0,0.30176
2047,202752.6142147,0.0087325,0.30237
2048,208595.6556351,0.13496,0.34113
2049,220530.9677307,0.26035,0.43095
2050,228330.9203376,0.32244,0.46462
2051,231543.2085118,0.36383,0.4192
2052,235590.8762256,0.36271,0.38933
2053,232046.2823782,0.32917,0.36004
2054,227223.2347603,0.31183,0.32888
2055,221689.4222303,0.2728,0.30284
2056,218758.6708069,0.21545,0.31497
2057,219049.438271,0.15113,0.31031
2058,228026.3068038,0.075803,0.37056
2059,240663.1530984,0.0081447,0.4768
2060,252843.0790923,0,0.50456
2061,238526.2430055,0,0.48296
2062,225017.0943188,0,0.47636
2063,218495.5954823,0,0.47005
2064,202203.3867826,0,0.46874
2065,187798.8589209,0,0.40205
2066,178369.685444,0,0.3029
2067,178729.6832567,0,0.25615
2068,182809.6584664,0,0.22262
2069,183017.3495122,0,0.19355
2070,179385.0638899,0,0.17948
2071,177654.3051753,0.01061,0.18637
2072,185283.4895891,0.12741,0.18900
2073,195829.5793565,0.20208,0.18185
2074,204806.4478893,0.18398,0.15115
2075,215717.1508259,0.21775,0.11663
2076,217512.5245325,0.23084,0.082119
2077,208978.7302306,0.225000,0.057646
2078,201386.4686694,0.19178,0.044415
2079,198224.9494174,0.14722,0.03864
2080,197832.6441088,0.09866,0.030527
2081,202757.2295713,0.067857,0.025044
2082,214789.4641549,0.032937,0.028329
2083,223941.7162375,0.0025815,0.039347
2084,233592.4268298,0,0.04572
2085,227527.848294,0,0.042513
2086,224615.558297,0,0.040661
2087,210967.9489131,0,0.036966
2088,195280.3519244,0,0.031445
2089,189649.6169064,0,0.025273
2090,190549.6114379,0,0.019145
2091,193226.5182498,0,0.014621
2092,200694.1651835,0,0.010102
2093,211194.1013852,0,0.0096939
2094,240792.3830824,0,0.014173
2095,268881.4431805,0.012189,0.018816
2096,286521.3359993,0.13466,0.023715
2097,293204.3723158,0.21683,0.026869
2098,298327.4181109,0.2129,0.024106
2099,301059.7092016,0.24994,0.018494
2100,296347.4301414,0.26333,0.016156
2101,291496.6903841,0.25456,0.019942
2102,283355.2013908,0.25685,0.034224
2103,276579.8579429,0.23925,0.067925
2104,269130.6724354,0.20166,0.14258
2105,269167.595288,0.13787,0.23938
2106,273819.8747127,0.068214,0.34471
2107,280710.602075,0.008309,0.47964
2108,291187.4614938,0,0.55723
2109,278892.1515855,0,0.59022
2110,262946.0946287,0,0.60714
2111,240127.771736,0,0.60099
2112,223941.7162375,0,0.59178
2113,215375.6144396,0,0.59511
2114,211494.0995624,0,0.61623
2115,213238.7043466,0,0.63611
2116,220069.4320734,0,0.63311
2117,229397.0677058,0,0.65138
2118,250835.3989834,0,0.69091
2119,272970.6491035,0.016255,0.67932
2120,283115.2028491,0.16547,0.74722
2121,283470.5853051,0.32287,0.82664
2122,283309.0478251,0.43687,0.85098
2123,283553.6617234,0.53965,0.8604
2124,277821.3888608,0.60329,0.86316
2125,274092.1807505,0.62578,0.86226
2126,270464.5104848,0.57785,0.85947
2127,268295.2928959,0.49424,0.86598
2128,263924.550222,0.3827,0.86217
2129,265027.6204428,0.26262,0.80957
2130,269338.3634812,0.133000,0.81269
2131,272499.8827331,0.019582,0.86002
2132,276372.1668971,0,0.86428
2133,262719.9421567,0,0.84300
2134,248878.4877968,0,0.81355
2135,229766.2962315,0,0.7733
2136,215421.7680053,0,0.7212
2137,208475.6563642,0,0.67169
2138,206297.2080621,0,0.63398
2139,208743.3470454,0,0.60915
2140,215140.2312544,0,0.57479
2141,223101.7213413,0,0.53993
2142,245938.5056604,0,0.52098
2143,269186.0567143,0.018685,0.44457
2144,282455.2068592,0.18484,0.4637
2145,283645.9688549,0.37621,0.5838
2146,282925.9732296,0.53981,0.59501
2147,286119.7999775,0.66201,0.55781
2148,282921.357873,0.73748,0.50992
2149,280096.7596509,0.76474,0.45200
2150,277406.0067693,0.7172,0.4155
2151,271212.1982495,0.62595,0.40837
2152,268553.7528639,0.49761,0.42204
2153,269319.9020549,0.34926,0.3894
2154,276727.5493532,0.18332,0.47779
2155,281749.0573037,0.031732,0.61066
2156,285907.4935752,0,0.62484
2157,270256.819439,0,0.5744
2158,254693.8370777,0,0.57213
2159,234266.2688894,0,0.56052
2160,232493.9719657,0,0.52525
2161,226341.701655,0,0.47996
2162,222755.5695984,0,0.44934
2163,224938.6332571,0,0.43400
2164,231732.4381313,0,0.39356
2165,240473.9234789,0,0.37555
2166,263518.3988437,0,0.3764
2167,283964.4284583,0.023574,0.28327
2168,294210.5200485,0.19287,0.21344
2169,301396.6302314,0.38245,0.30341
2170,309076.5835674,0.5439,0.38312
2171,312067.3346262,0.65256,0.38361
2172,306588.906375,0.71291,0.31064
2173,301115.0934805,0.7258,0.23057
2174,298359.7256069,0.67437,0.18062
2175,292502.8381168,0.58256,0.16817
2176,285492.1114837,0.45786,0.18897
2177,278209.0788129,0.30929,0.20946
2178,278684.4605398,0.15627,0.31098
2179,278075.2334723,0.026256,0.45124
2180,279510.6093662,0,0.49853
2181,265129.1582874,0,0.49062
2182,253530.7672216,0,0.44822
2183,234330.8838814,0,0.38844
2184,218218.674088,0,0.33825
2185,211521.7917018,0,0.29303
2186,210123.3386604,0,0.25231
2187,209638.7262204,0,0.21277
2188,208217.1963961,0,0.16712
2189,203001.8434696,0,0.13531
2190,190152.6907727,0,0.12701
2191,187028.0943734,0.026429,0.096624
2192,194486.510594,0.20039,0.04729
2193,201303.3922511,0.38977,0.048483
2194,205844.9031181,0.54962,0.19899
2195,213875.6235536,0.66243,0.34615
2196,212223.3259008,0.72782,0.43955
2197,203574.1476846,0.62846,0.49415
2198,192437.292276,0.58246,0.51819
2199,190037.3068584,0.50138,0.53248
2200,189769.6161772,0.39259,0.50224
2201,198529.5629512,0.26387,0.40659
2202,210294.1068536,0.13325,0.4902
2203,218661.7483189,0.022669,0.61373
2204,230597.0604145,0,0.64615
2205,225146.3243028,0,0.62531
2206,221610.9611685,0,0.62813
2207,205960.2870324,0,0.62887
2208,194417.2802454,0,0.59712
2209,188108.0878113,0,0.53765
2210,186603.4815687,0,0.46491
2211,185731.1791766,0,0.39498
2212,190037.3068584,0,0.2998
2213,193074.2114829,0,0.22953
2214,192289.6008656,0,0.19324
2215,198141.8729991,0.025538,0.1117
2216,211789.482383,0.17227,0.057826
2217,220526.3523741,0.33106,0.049057
2218,222954.029931,0.46501,0.071914
2219,225598.6292469,0.55158,0.1026
2220,223041.7217059,0.59837,0.10904
2221,217724.8309348,0.60493,0.10694
2222,215643.3051207,0.53172,0.10449
2223,215407.9219356,0.4289,0.09713
2224,216529.4535826,0.30954,0.082948
2225,220840.196621,0.21353,0.059019
2226,227472.4640152,0.11185,0.06383
2227,231155.5185597,0.021084,0.083274
2228,234686.2663374,0,0.10354
2229,228460.1503216,0,0.12301
2230,223807.8708969,0,0.15199
2231,206804.8972851,0,0.17141
2232,189968.0765098,0,0.16882
2233,178854.2978841,0,0.16069
2234,175748.162911,0,0.15227
2235,176698.9263649,0,0.14024
2236,178388.1468703,0,0.11704
2237,178037.3797708,0,0.10298
2238,175480.4722299,0,0.10336
2239,175812.7779031,0.028052,0.091906
2240,188795.7759405,0.17622,0.060414
2241,198035.719798,0.33124,0.080105
2242,205041.8310745,0.46108,0.25891
2243,212887.9372472,0.51699,0.41456
2244,206001.8252415,0.52599,0.53954
2245,195248.0444284,0.49401,0.64457
2246,190277.3054002,0.39216,0.68752
2247,186857.3261802,0.27244,0.69991
2248,185781.9480989,0.15459,0.64317
2249,192441.9076325,0.10552,0.46077
2250,202789.5370673,0.0542,0.38567
2251,208180.2735436,0.0092449,0.36621
2252,214457.1584817,0,0.35955
2253,213358.7036175,0,0.35181
2254,211798.7130961,0,0.3239
2255,196701.8817486,0,0.32503
2256,184346.572205,0,0.52337
2257,179675.8313539,0,0.58992
2258,177677.3819582,0,0.2918
2259,176265.0828471,0,0.063604
2260,179768.1384854,0,0.033168
2261,179657.3699277,0,0.059539
2262,176666.6188689,0,0.10366
2263,179288.1414019,0.033685,0.10762
2264,189428.0797909,0.17164,0.14255
2265,201335.6997471,0.2923,0.26423
2266,208438.7335116,0.37092,0.30695
2267,213654.0864381,0.43954,0.35228
2268,210723.3350148,0.47475,0.45358
2269,203269.5341508,0.47742,0.5294
2270,195308.0440638,0.43213,0.5944
2271,190438.8428802,0.36247,0.62777
2272,188301.9327873,0.27581,0.60973
2273,195695.7340159,0.18108,0.52678
2274,205734.1345603,0.090334,0.30742
2275,212509.4780082,0.01655,0.21734
2276,224070.9462215,0,0.14812
2277,223484.7959368,0,0.10786
2278,221509.4233239,0,0.092437
2279,205752.5959866,0,0.08996
2280,192861.9050806,0,0.096696
2281,189695.7704721,0,0.11659
2282,191929.603053,0,0.14259
2283,194389.588106,0,0.18387
2284,202337.2321232,0,0.23573
2285,215509.4597801,0,0.31954
2286,244955.4347105,0,0.42035
2287,269209.1334972,0.037219,0.41677
2288,281841.3644351,0.17023,0.52102
2289,281661.3655288,0.27007,0.84027
2290,281361.3673516,0.31854,0.92391
2291,282685.9746878,0.35053,0.94102
2292,276395.24368,0.34646,0.95454
2293,271147.5832575,0.31234,0.96138
2294,265023.0050862,0.25745,0.95746
2295,260583.0320638,0.19025,0.9361
2296,255321.5255715,0.12139,0.87229
2297,258695.3512258,0.078557,0.82289
2298,266084.5370978,0.038059,0.82984
2299,272047.577789,0.0060385,0.85400
2300,280479.8342464,0,0.88872
2301,272975.26446,0,0.89515
2302,259124.579387,0,0.87385
2303,238766.2415472,0,0.82427
2304,224218.6376318,0,0.76621
2305,218094.0594606,0,0.72224
2306,213012.5518746,0,0.71535
2307,213469.4721753,0,0.8114
2308,218735.5940241,0,0.89504
2309,227167.8504814,0,0.93109
2310,255912.2912128,0,0.94126
2311,276806.0104149,0.041851,0.94745
2312,285658.2643203,0.16471,0.96051
2313,284116.7352252,0.23845,0.98125
2314,282016.7479849,0.24682,0.99227
2315,283045.9725005,0.29631,0.99471
2316,278601.3841215,0.32392,0.99434
2317,272827.5730497,0.32868,0.99463
2318,266970.6855597,0.33456,0.99501
2319,265766.0774943,0.31651,0.9941
2320,264372.2398095,0.27354,0.98132
2321,265909.1535481,0.19445,0.93268
2322,270930.6614986,0.10765,0.88019
2323,277646.0053111,0.025258,0.83252
2324,287605.9447938,0,0.81656
2325,277064.470383,0,0.81359
2326,258076.8934451,0,0.81577
2327,235664.7219307,0,0.79293
2328,216963.2971004,0,0.74426
2329,213894.0849799,0,0.68568
2330,211835.6359487,0,0.60075
2331,213109.4743626,0,0.47434
2332,219127.8993327,0,0.34982
2333,230749.3671814,0,0.24067
2334,257010.746077,0,0.16068
2335,277309.0842813,0.045714,0.094505
2336,287739.7901344,0.1727,0.097244
2337,288496.7086122,0.25243,0.094746
2338,292627.4527443,0.27063,0.099613
2339,294330.5193194,0.31226,0.10979
2340,289539.7791975,0.32796,0.12224
2341,285432.1118483,0.3194,0.13794
2342,279939.8375274,0.30662,0.14915
2343,277756.7738688,0.27407,0.14529
2344,273921.4125573,0.22384,0.15088
2345,274036.7964716,0.16009,0.15944
2346,279413.6868782,0.089317,0.16972
2347,284112.1198686,0.021316,0.24701
2348,288164.402939,0,0.44153
2349,278167.5406037,0,0.66512
2350,262719.9421567,0,0.73013
2351,240658.5377418,0,0.72207
2352,225252.477504,0,0.65192
2353,216940.2203175,0,0.56199
2354,217697.1387953,0,0.52401
2355,219137.1300459,0,0.52198
2356,225021.7096754,0,0.5437
2357,233767.8103796,0,0.57523
2358,257130.7453478,0,0.58706
2359,281259.8295071,0.049892,0.6098
2360,292345.9159934,0.20033,0.6257
2361,293993.5982896,0.33028,0.52300
2362,296481.275482,0.4215,0.38169
2363,298221.2649097,0.4526,0.32531
2364,291704.3814298,0.43855,0.32505
2365,283627.5074286,0.38555,0.31544
2366,277290.622855,0.34407,0.2896
2367,273192.1862189,0.28371,0.25167
2368,270141.4355247,0.21176,0.19626
2369,271401.4278689,0.13574,0.14184
2370,273898.3357745,0.066671,0.087457
2371,275462.9416524,0.013705,0.065315
2372,275352.1730947,0,0.074418
2373,267889.1415175,0,0.091725
2374,254564.6070937,0,0.1008
2375,234746.2659729,0,0.11777
2376,217069.4503015,0,0.15748
2377,209366.4201826,0,0.2366
2378,204386.4504413,0,0.31800
2379,207598.7386155,0,0.35026
2380,211046.4099749,0,0.34081
2381,210109.4925907,0,0.2972
2382,205757.2113432,0,0.26269
2383,212560.2469305,0.055296,0.22092
2384,228746.3024291,0.17788,0.21355
2385,240007.7724651,0.2429,0.28266
2386,242883.1396096,0.23994,0.3376
2387,246538.5020147,0.24477,0.36991
2388,240072.3874572,0.22081,0.41228
2389,232526.2794617,0.17468,0.45299
2390,227786.3082621,0.21495,0.44795
2391,226618.6230493,0.23479,0.39413
2392,224878.6336216,0.22777,0.37264
2393,231233.9796215,0.18916,0.34815
2394,236878.5607092,0.1232,0.22586
2395,239121.6240033,0.038428,0.15905
2396,238175.475906,0,0.11172
2397,232364.7419817,0,0.059709
2398,227149.3890551,0,0.030962
2399,210538.7207519,0,0.024484
2400,197306.4934596,0,0.029197
2401,189783.462247,0,0.043008
2402,188020.3960364,0,0.083172
2403,191084.9928003,0,0.12697
2404,194740.3552055,0,0.15698
2405,193928.0524488,0,0.15775
2406,188565.0081119,0,0.13744
2407,188140.3953073,0.05901,0.090011
2408,197029.5720652,0.20739,0.073127
2409,207137.2029583,0.33158,0.10155
2410,218218.674088,0.41823,0.12156
2411,229240.1455823,0.4827,0.1064
2412,225280.1696434,0.51177,0.09197
2413,215514.0751367,0.50679,0.084369
2414,207857.1985835,0.48586,0.077694
2415,204044.9140549,0.43568,0.071005
2416,202567.9999518,0.35952,0.059232
2417,210271.0300708,0.24558,0.046083
2418,220304.8152586,0.13246,0.036011
2419,226475.5469956,0.034329,0.034062
2420,234824.7270346,0,0.028804
2421,236112.4115182,0,0.021181
2422,235286.2626918,0,0.015397
2423,219534.0507111,0,0.010212
2424,208858.7309597,0,0.006829
2425,204575.6800607,0,0.0058889
2426,202747.9988581,0,0.0065699
2427,207040.2804702,0,0.0079075
2428,215135.6158978,0,0.0089358
2429,228197.074997,0,0.008777
2430,262350.7136309,0,0.0080298
2431,288492.0932556,0.064371,0.0074277
2432,300164.3300266,0.22105,0.0072224
2433,302545.8540178,0.36767,0.016066
2434,307055.0573888,0.48787,0.023619
2435,310161.1923619,0.48011,0.029797
2436,304475.073065,0.41388,0.036621
2437,299550.4876025,0.30417,0.041037
2438,294455.1339468,0.29317,0.043072
2439,292595.1452483,0.2636,0.043184
2440,286885.9491685,0.21762,0.049476
2441,285625.9568243,0.14686,0.054552
2442,285182.8825934,0.078023,0.058648
2443,285875.1860792,0.020071,0.075379
2444,289336.7035083,0,0.075623
2445,282621.3596958,0,0.050698
2446,267561.4512009,0,0.025585
2447,244678.5133162,0,0.013863
2448,228427.8428256,0,0.010781
2449,217115.6038673,0,0.013499
2450,214378.69742,0,0.018234
2451,217812.5227097,0,0.021796
2452,224915.5564742,0,0.023298
2453,237700.0941791,0,0.027438
2454,267224.5301711,0,0.037252
2455,290905.9247429,0.038269,0.032918
2456,299278.1815647,0.11627,0.043395
2457,299139.7208676,0.16988,0.10087
2458,300072.0228951,0.19283,0.18051
2459,302735.0836373,0.24414,0.25561
2460,301355.0920222,0.2829,0.28622
2461,298553.5705829,0.30613,0.26745
2462,292392.0695591,0.26652,0.21587
2463,289816.7005918,0.21253,0.14926
2464,283138.2796319,0.15218,0.068398
2465,283212.1253371,0.097517,0.02959
2466,285293.6511511,0.048269,0.043071
2467,287347.4848257,0.010783,0.10226
2468,290596.6958525,0,0.18713
2469,282215.2083175,0,0.2432
2470,266084.5370978,0,0.29303
2471,240501.6156184,0,0.30183
2472,223600.1798511,0,0.2773
2473,217267.9106341,0,0.25682
2474,214092.5453125,0,0.23619
2475,217503.2938193,0,0.21987
2476,222755.5695984,0,0.20607
2477,234201.6538974,0,0.19016
2478,267427.6058603,0,0.16817
2479,290070.5452033,0.05016,0.12723
2480,298484.3402343,0.14499,0.098117
2481,298498.186304,0.21512,0.10698
2482,300662.7885364,0.25153,0.1689
2483,305190.4533337,0.2924,0.21989
2484,303681.2317346,0.31238,0.24072
2485,301322.7845262,0.31128,0.23639
2486,296125.893026,0.27909,0.20828
2487,292073.6099556,0.2318,0.17441
2488,285002.8836871,0.17486,0.1306
2489,285478.265414,0.11187,0.075652
2490,287389.0230349,0.055674,0.072354
2491,290149.006265,0.013063,0.10374
2492,291284.3839818,0,0.14908
2493,282076.7476203,0,0.18717
2494,265913.7689046,0,0.20276
2495,243640.0580874,0,0.16774
2496,223835.5630363,0,0.11712
2497,215537.1519196,0,0.077535
2498,214267.9288622,0,0.05116
2499,216990.9892398,0,0.036408
2500,221112.5026587,0,0.030665
2501,232738.585864,0,0.039444
2502,266282.9974304,0,0.074732
2503,288344.4018453,0.078439,0.087711
2504,295973.5862591,0.22754,0.081273
2505,295650.511299,0.35636,0.15838
2506,298415.1098857,0.45207,0.32538
2507,302795.0832727,0.49896,0.32852
2508,300422.7899946,0.50738,0.26937
2509,297150.502185,0.48034,0.18513
2510,291552.074663,0.37818,0.11935
2511,286705.9502622,0.2601,0.08816
2512,280687.5252921,0.14555,0.087623
2513,281379.8287779,0.092981,0.087077
2514,285132.1136711,0.046213,0.13601
2515,286059.8003421,0.011081,0.2492
2516,287873.6354749,0,0.30767
2517,280202.912852,0,0.23372
2518,262779.9417921,0,0.14097
2519,236841.6378566,0,0.093063
2520,219294.0521693,0,0.069746
2521,213095.6282929,0,0.063227
2522,213331.0114781,0,0.071448
2523,216026.3797162,0,0.089835
2524,223840.1783929,0,0.11837
2525,236781.6382212,0,0.15419
2526,264644.5458473,0,0.17703
2527,286609.0277742,0.05228,0.20778
2528,297376.654657,0.13988,0.22204
2529,299135.105511,0.20806,0.19509
2530,300847.4027993,0.2472,0.16998
2531,299661.2561602,0.27962,0.15192
2532,292308.9931408,0.2917,0.17981
2533,284010.5820241,0.28417,0.25272
2534,278735.2294621,0.31511,0.33083
2535,272162.9617033,0.32125,0.41487
2536,267847.6033084,0.29837,0.49782
2537,270930.6614986,0.20467,0.45953
2538,273662.9525893,0.11299,0.54231
2539,273662.9525893,0.034708,0.67265
2540,273639.8758064,0,0.72777
2541,269255.2870629,0,0.72598
2542,259839.9596557,0,0.72055
2543,238623.1654935,0,0.70394
2544,219478.6664322,0,0.65157
2545,209537.1883758,0,0.55456
2546,207654.1228943,0,0.44816
2547,212324.8637454,0,0.35959
2548,214337.1592108,0,0.2725
2549,212661.7847751,0,0.21769
2550,205521.828158,0,0.2287
2551,213026.3979443,0.091119,0.22526
2552,227338.6186746,0.19612,0.2456
2553,233569.350047,0.22971,0.29655
2554,233772.4257362,0.18803,0.26577
2555,232230.8966411,0.24211,0.2289
2556,226360.1630813,0.285000,0.18487
2557,218352.5194286,0.31314,0.14768
2558,213487.9336015,0.32302,0.1207
2559,210755.6425108,0.3109,0.093849
2560,209403.3430352,0.27499,0.068836
2561,215994.0722202,0.18237,0.046925
2562,226415.5473601,0.096636,0.029669
2563,229743.2194487,0.028362,0.031186
2564,231252.4410478,0,0.033537
2565,230435.5229345,0,0.030125
2566,225598.6292469,0,0.035205
2567,209334.1126866,0,0.0424
2568,194601.8945083,0,0.043333
2569,183788.1140597,0,0.04236
2570,177908.1497868,0,0.041358
2571,181508.1279131,0,0.037974
2572,186732.7115528,0,0.025959
2573,188145.0106638,0,0.020102
2574,182121.9703372,0,0.017798
2575,183746.5758506,0.04383,0.0129
2576,190494.2271591,0.10396,0.015031
2577,196918.8035075,0.14059,0.021927
2578,203167.9963062,0.15006,0.028821
2579,210538.7207519,0.20664,0.039158
2580,202849.5367027,0.25689,0.0456
2581,190521.9192985,0.29432,0.046904
2582,182191.2006858,0.28913,0.042751
2583,179758.9077722,0.26593,0.035662
2584,180668.133017,0.22512,0.022707
2585,192095.7558896,0.14815,0.012512
2586,207561.8157629,0.077585,0.0057887
2587,216598.6839312,0.022454,0
2588,224874.018265,0,0
2589,229267.8377217,0,0.012991
2590,225483.2453326,0,0.02641
2591,207626.4307549,0,0.037402
2592,193554.2085664,0,0.039027
2593,185772.7173858,0,0.033559
2594,188126.5492376,0,0.024624
2595,193397.286443,0,0.016773
2596,202074.1567986,0,0.012658
2597,218541.7490481,0,0.0099363
2598,253443.0754467,0,0.0084459
2599,276524.473664,0.069904,0.0098381
2600,282750.5896799,0.1513,0.015433
2601,280479.8342464,0.19097,0.024984
2602,281001.369539,0.18386,0.044673
2603,282224.4390306,0.19887,0.082051
2604,278956.7665775,0.19513,0.13188
2605,276169.091208,0.17537,0.16202
2606,271179.8907535,0.13984,0.16084
2607,267007.6084122,0.099008,0.13311
2608,261755.3326331,0.059185,0.081338
2609,263546.0909831,0.037946,0.051628
2610,270542.9715465,0.018819,0.054489
2611,273926.0279139,0.0041125,0.095279
2612,275144.4820489,0,0.17857
2613,271369.1203729,0,0.28927
2614,252907.6940843,0,0.39845
2615,226997.0822882,0,0.47187
2616,213238.7043466,0,0.46115
2617,206897.2044165,0,0.39715
2618,205784.9034826,0,0.34492
2619,210700.258232,0,0.33095
2620,216224.8400488,0,0.32466
2621,229092.454172,0,0.33365
2622,257278.4367581,0,0.3797
2623,279579.8397148,0.074844,0.44786
2624,286489.0285033,0.17999,0.5454
2625,282325.9768752,0.26792,0.60097
2626,286022.8774895,0.32818,0.64294
2627,290467.4658685,0.42377,0.69463
2628,288113.6340167,0.50281,0.71834
2629,286405.952085,0.55628,0.72362
2630,281315.2137859,0.54848,0.7251
2631,279815.2229,0.50885,0.71639
2632,273902.951131,0.43808,0.68177
2633,274821.4070889,0.29824,0.6127
2634,281176.7530888,0.16485,0.47432
2635,282644.4364787,0.054791,0.52981
2636,279256.7647547,0,0.59171
2637,273907.5664876,0,0.56304
2638,256152.2897545,0,0.49944
2639,235101.6484289,0,0.40581
2640,217724.8309348,0,0.29639
2641,212380.2480242,0,0.20143
2642,212841.7836814,0,0.13433
2643,217050.9888752,0,0.091137
2644,221869.4211366,0,0.059439
2645,231446.2860238,0,0.040035
2646,261843.024408,0.0010889,0.024973
2647,284527.5019601,0.11466,0.010864
2648,295281.2827733,0.27895,0.0098537
2649,295068.9763709,0.43451,0.010914
2650,295428.9741836,0.56487,0.013266
2651,299702.7943694,0.63245,0.013282
2652,297630.4992685,0.65746,0.013136
2653,296121.2776694,0.64248,0.014788
2654,291081.3082926,0.61024,0.019337
2655,288376.7093413,0.54513,0.02791
2656,285058.2679659,0.45164,0.041801
2657,286133.6460472,0.30843,0.059245
2658,288422.862907,0.17161,0.077053
2659,284522.8866036,0.058458,0.11023
2660,280705.9867184,0,0.12537
2661,277978.3109842,0,0.091866
2662,262244.5604298,0,0.055324
2663,237644.7099002,0,0.02992
2664,222690.9546064,0,0.015628
2665,213437.1646793,0,0.0083566
2666,213132.5511455,0,0
2667,216349.4546763,0,0
2668,222880.1842259,0,0
2669,233966.2707122,0,0
2670,259987.651066,0.0040444,0
2671,279542.9168622,0.11846,0
2672,286724.4116885,0.28109,0
2673,285372.1122128,0.43491,0
2674,286336.7217364,0.56375,0
2675,289253.62709,0.65858,0
2676,283747.5066994,0.71566,0
2677,278490.6155638,0.73373,0
2678,274022.9504019,0.68533,0
2679,270566.0483294,0.60197,0
2680,264519.9312198,0.49002,0
2681,267067.6080477,0.33101,0.0058348
2682,273699.8754419,0.18173,0.017066
2683,277378.3146299,0.061425,0.078109
2684,274562.9471209,0,0.19348
2685,272412.1909582,0,0.24815
2686,256530.7489935,0,0.21831
2687,233458.5814893,0,0.1817
2688,216727.9139152,0,0.14833
2689,208147.9660476,0,0.11526
2690,206767.9744325,0,0.094953
2691,209292.5744775,0,0.088771
2692,216930.9896044,0,0.099135
2693,232013.9748822,0,0.1105
2694,256115.366902,0.0047487,0.10157
2695,276326.0133314,0.12169,0.049543
2696,282173.6701083,0.28193,0.051393
2697,278402.9237889,0.43196,0.062998
2698,275509.0952181,0.55795,0.04645
2699,276626.0115086,0.65135,0.03599
2700,269559.9005966,0.70795,0.02788
2701,261372.2580376,0.72603,0.020856
2702,254513.8381714,0.674000,0.016844
2703,250489.2472405,0.58807,0.016367
2704,248920.026006,0.47475,0.018439
2705,253673.8432753,0.31732,0.025269
2706,259096.8872476,0.17214,0.050933
2707,261875.331904,0.057686,0.15118
2708,260739.9541873,0,0.3072
2709,260698.4159781,0,0.41036
2710,247189.2672914,0,0.49583
2711,225667.8595955,0,0.51165
2712,206546.437317,0,0.4788
2713,198908.0221901,0,0.43891
2714,196074.1932548,0,0.4076
2715,195598.8115279,0,0.38155
2716,197348.0316687,0,0.34481
2717,198617.2547261,0,0.33518
2718,199346.4810645,0.0073334,0.27049
2719,208415.6567287,0.12664,0.21343
2720,221343.2704874,0.28736,0.26927
2721,228026.3068038,0.43773,0.3471
2722,228598.6110188,0.56213,0.37775
2723,227320.1572483,0.62145,0.38156
2724,219778.6646094,0.63991,0.38369
2725,208729.5009757,0.62057,0.41559
2726,199946.4774188,0.5522,0.48262
2727,198363.4101146,0.45769,0.54802
2728,198201.8726346,0.34687,0.59334
2729,206260.2852096,0.22553,0.60135
2730,216972.5278135,0.11805,0.56856
2731,221601.7304554,0.037522,0.70708
2732,222570.9553355,0,0.79559
2733,225852.4738583,0,0.81805
2734,218897.1315041,0,0.8307
2735,201178.7776236,0,0.8267
2736,188795.7759405,0,0.8105
2737,180091.2134454,0,0.78863
2738,175655.8557796,0,0.76644
2739,177995.8415617,0,0.74035
2740,179588.1395791,0,0.69369
2741,181171.2068833,0,0.66322
2742,176518.9274586,0.0086458,0.59056
2743,177949.687996,0.1336,0.57113
2744,184978.8760554,0.28475,0.67326
2745,194509.5873768,0.41361,0.72925
2746,195908.0404182,0.50912,0.75513
2747,201820.3121871,0.5694,0.77726
2748,196757.2660275,0.59295,0.78677
2749,185135.7981788,0.58169,0.78515
2750,177465.0755559,0.57193,0.77679
2751,179657.3699277,0.53023,0.76749
2752,182606.5827773,0.45772,0.73043
2753,193318.8253812,0.30772,0.64676
2754,206472.5916119,0.16894,0.50122
2755,213391.0111135,0.05889,0.40168
2756,220041.739934,0.00020436,0.42023
2757,227061.6972802,0,0.37075
2758,222621.7242578,0,0.30476
2759,205738.7499169,0,0.25227
2760,195266.5058547,0,0.22097
2761,187231.1700626,0,0.19691
2762,187291.169698,0,0.17336
2763,189700.3858287,0,0.14391
2764,194929.5848249,0,0.11729
2765,210838.7189291,0,0.097546
2766,243686.2116531,0.010022,0.072624
2767,273109.1098006,0.11939,0.060897
2768,287209.0241286,0.26342,0.057915
2769,292447.453838,0.4004,0.041836
2770,297524.3460673,0.51664,0.034166
2771,301941.2423069,0.48054,0.033467
2772,296467.4294123,0.38782,0.03438
2773,292807.4516506,0.25409,0.032388
2774,288524.4007516,0.24166,0.02977
2775,283198.2792674,0.21558,0.029024
2776,277479.8524745,0.17787,0.031202
2777,278458.3080678,0.11561,0.034307
2778,277793.6967214,0.060455,0.028518
2779,279856.7611091,0.019106,0.027761
2780,275056.7902741,0,0.040973
2781,272273.7302611,0,0.065444
2782,254555.3763806,0,0.099961
2783,231727.8227747,0,0.13057
2784,218754.0554504,0,0.14294
2785,212758.7072631,0,0.1239
2786,209574.1112284,0,0.11008
2787,211041.7946183,0,0.098863
2788,217369.4484787,0,0.078185
2789,231635.5156433,0,0.060887
2790,256341.519374,0.0069938,0.049881
2791,278578.3073386,0.065186,0.043999
2792,288330.5557756,0.12973,0.1002
2793,285445.957918,0.17696,0.22687
2794,284767.5005019,0.20215,0.36171
2795,287213.6394851,0.3204,0.48648
2796,285976.7239238,0.43786,0.64584
2797,284942.8840516,0.53743,0.78313
