timestep,price_el_demand,price_el_source
1256,-26.43,26.43
1257,-28.14,28.14
1258,-28.66,28.66
1259,-28.33,28.33
1260,-25.38,25.38
1261,-22.25,22.25
1262,-22.29,22.29
1263,-25.71,25.71
1264,-28.12,28.12
1265,-31.33,31.33
1266,-37.71,37.71
1267,-50.91,50.91
1268,-49.93,49.93
1269,-39.65,39.65
1270,-28.17,28.17
1271,-28.77,28.77
1272,-26.77,26.77
1273,-26.11,26.11
1274,-21.63,21.63
1275,-22.07,22.07
1276,-19.48,19.48
1277,-16.28,16.28
1278,-19.86,19.86
1279,-15.73,15.73
1280,-15.73,15.73
1281,-17.1,17.1
1282,-16.63,16.63
1283,-17.46,17.46
1284,-16.77,16.77
1285,-14.68,14.68
1286,-12.98,12.98
1287,-11.26,11.26
1288,-11.7,11.7
1289,-12.94,12.94
1290,-30.57,30.57
1291,-40.06,40.06
1292,-35.49,35.49
1293,-27.81,27.81
1294,-26.36,26.36
1295,-27.1,27.1
1296,-25.71,25.71
1297,-14.5,14.5
1298,-15.09,15.09
1299,-17.22,17.22
1300,-13.68,13.68
1301,-14,14
1302,-18.12,18.12
1303,-35.66,35.66
1304,-46.95,46.95
1305,-42.96,42.96
1306,-29.89,29.89
1307,-28.35,28.35
1308,-28.25,28.25
1309,-26.77,26.77
1310,-27.46,27.46
1311,-27.89,27.89
1312,-28.52,28.52
1313,-32.97,32.97
1314,-46.16,46.16
1315,-64.95,64.95
1316,-52.06,52.06
1317,-39.95,39.95
1318,-29.35,29.35
1319,-28.12,28.12
1320,-24.08,24.08
1321,-26.22,26.22
1322,-23.87,23.87
1323,-22.77,22.77
1324,-20.29,20.29
1325,-21.82,21.82
1326,-25.94,25.94
1327,-36.97,36.97
1328,-46.95,46.95
1329,-44.92,44.92
1330,-30.75,30.75
1331,-29.59,29.59
1332,-29.02,29.02
1333,-28.88,28.88
1334,-29.01,29.01
1335,-29.13,29.13
1336,-30.95,30.95
1337,-33.71,33.71
1338,-42.61,42.61
1339,-72.68,72.68
1340,-62.52,62.52
1341,-44.93,44.93
1342,-35.63,35.63
1343,-31.36,31.36
1344,-28.89,28.89
1345,-27.89,27.89
1346,-27.16,27.16
1347,-27.29,27.29
1348,-26.91,26.91
1349,-27.86,27.86
1350,-28.48,28.48
1351,-39.22,39.22
1352,-45.05,45.05
1353,-49.24,49.24
1354,-51.3,51.3
1355,-45.01,45.01
1356,-41.03,41.03
1357,-36.44,36.44
1358,-38.78,38.78
1359,-41.94,41.94
1360,-43.35,43.35
1361,-41.81,41.81
1362,-43.99,43.99
1363,-71.19,71.19
1364,-72.95,72.95
1365,-49.85,49.85
1366,-45.59,45.59
1367,-38.98,38.98
1368,-30.86,30.86
1369,-30.96,30.96
1370,-31.08,31.08
1371,-30.28,30.28
1372,-29.61,29.61
1373,-29.48,29.48
1374,-32.18,32.18
1375,-41.54,41.54
1376,-53.34,53.34
1377,-50.1,50.1
1378,-47.1,47.1
1379,-48.14,48.14
1380,-46,46
1381,-42.9,42.9
1382,-40.73,40.73
1383,-38.98,38.98
1384,-41.94,41.94
1385,-40.62,40.62
1386,-51.76,51.76
1387,-64.96,64.96
1388,-57.83,57.83
1389,-48.66,48.66
1390,-38.98,38.98
1391,-34.93,34.93
1392,-29.29,29.29
1393,-29.41,29.41
1394,-29.03,29.03
1395,-28.65,28.65
1396,-28.03,28.03
1397,-28.54,28.54
1398,-29.94,29.94
1399,-39.6,39.6
1400,-47.45,47.45
1401,-49.45,49.45
1402,-49.77,49.77
1403,-49.12,49.12
1404,-45.69,45.69
1405,-43.96,43.96
1406,-42.98,42.98
1407,-42.31,42.31
1408,-41.92,41.92
1409,-42.98,42.98
1410,-47.3,47.3
1411,-64.68,64.68
1412,-58.29,58.29
1413,-47.28,47.28
1414,-39.75,39.75
1415,-35.99,35.99
1416,-30.29,30.29
1417,-31.37,31.37
1418,-30.28,30.28
1419,-29.39,29.39
1420,-30.22,30.22
1421,-29.28,29.28
1422,-29.33,29.33
1423,-28.98,28.98
1424,-30.41,30.41
1425,-31.83,31.83
1426,-33.67,33.67
1427,-30.49,30.49
1428,-30.42,30.42
1429,-29.87,29.87
1430,-29.35,29.35
1431,-29.37,29.37
1432,-29.93,29.93
1433,-33.77,33.77
1434,-41.27,41.27
1435,-63.21,63.21
1436,-47.19,47.19
1437,-38.97,38.97
1438,-32.15,32.15
1439,-34.97,34.97
1440,-30.08,30.08
1441,-29.84,29.84
1442,-27.37,27.37
1443,-27.13,27.13
1444,-28.5,28.5
1445,-27.57,27.57
1446,-27.86,27.86
1447,-27.33,27.33
1448,-27.04,27.04
1449,-27.49,27.49
1450,-28.86,28.86
1451,-30.21,30.21
1452,-29.96,29.96
1453,-28,28
1454,-27.45,27.45
1455,-23.55,23.55
1456,-24.59,24.59
1457,-25.42,25.42
1458,-28.22,28.22
1459,-33.96,33.96
1460,-42.62,42.62
1461,-36.04,36.04
1462,-30.3,30.3
1463,-32.21,32.21
1464,-27.1,27.1
1465,-26.52,26.52
1466,-25.11,25.11
1467,-24.08,24.08
1468,-22.14,22.14
1469,-24.03,24.03
1470,-27.01,27.01
1471,-42.22,42.22
1472,-43.47,43.47
1473,-41.91,41.91
1474,-35.09,35.09
1475,-30.01,30.01
1476,-28.75,28.75
1477,-28.51,28.51
1478,-29.33,29.33
1479,-29.36,29.36
1480,-38.95,38.95
1481,-40.98,40.98
1482,-44.96,44.96
1483,-72.91,72.91
1484,-80.69,80.69
1485,-47.81,47.81
1486,-43.99,43.99
1487,-45.3,45.3
1488,-38.95,38.95
1489,-30.29,30.29
1490,-29.15,29.15
1491,-30.04,30.04
1492,-28.99,28.99
1493,-29.68,29.68
1494,-30.81,30.81
1495,-45.59,45.59
1496,-53.9,53.9
1497,-57.9,57.9
1498,-57.32,57.32
1499,-51.02,51.02
1500,-51.98,51.98
1501,-50,50
1502,-50,50
1503,-48.59,48.59
1504,-46.51,46.51
1505,-45.92,45.92
1506,-45.87,45.87
1507,-75.64,75.64
1508,-79.38,79.38
1509,-54.77,54.77
1510,-50.68,50.68
1511,-49.01,49.01
1512,-30.9,30.9
1513,-30.77,30.77
1514,-30.98,30.98
1515,-29.81,29.81
1516,-30.16,30.16
1517,-31,31
1518,-34.01,34.01
1519,-47.32,47.32
1520,-62.16,62.16
1521,-67.76,67.76
1522,-53.28,53.28
1523,-46.32,46.32
1524,-41.84,41.84
1525,-35.02,35.02
1526,-36.93,36.93
1527,-40.21,40.21
1528,-38.02,38.02
1529,-38.08,38.08
1530,-46.54,46.54
1531,-58.03,58.03
1532,-68.37,68.37
1533,-49.04,49.04
1534,-42.44,42.44
1535,-36.95,36.95
1536,-29.43,29.43
1537,-30.32,30.32
1538,-29.35,29.35
1539,-27.78,27.78
1540,-28.81,28.81
1541,-29.09,29.09
1542,-30.04,30.04
1543,-42.85,42.85
1544,-55.33,55.33
1545,-56.97,56.97
1546,-54.95,54.95
1547,-41.36,41.36
1548,-32,32
1549,-30.39,30.39
1550,-30.35,30.35
1551,-30.27,30.27
1552,-32.05,32.05
1553,-37,37
1554,-45,45
1555,-61.59,61.59
1556,-68.18,68.18
1557,-53.9,53.9
1558,-42.17,42.17
1559,-38.48,38.48
1560,-29.9,29.9
1561,-30.01,30.01
1562,-27.03,27.03
1563,-28.17,28.17
1564,-28.9,28.9
1565,-29.1,29.1
1566,-30.6,30.6
1567,-40.9,40.9
1568,-48.26,48.26
1569,-41.92,41.92
1570,-30.88,30.88
1571,-30.08,30.08
1572,-28.17,28.17
1573,-26.82,26.82
1574,-26.5,26.5
1575,-26.99,26.99
1576,-30.02,30.02
1577,-31.94,31.94
1578,-39.36,39.36
1579,-47.09,47.09
1580,-49.26,49.26
1581,-40.98,40.98
1582,-31.56,31.56
1583,-30.84,30.84
1584,-26.99,26.99
1585,-31.63,31.63
1586,-29.08,29.08
1587,-27.31,27.31
1588,-25.71,25.71
1589,-24.96,24.96
1590,-25.82,25.82
1591,-26.92,26.92
1592,-29.6,29.6
1593,-31.96,31.96
1594,-31.51,31.51
1595,-27.69,27.69
1596,-26.17,26.17
1597,-24.42,24.42
1598,-20.02,20.02
1599,-15.91,15.91
1600,-21.92,21.92
1601,-26.02,26.02
1602,-35.75,35.75
1603,-44.12,44.12
1604,-42.77,42.77
1605,-30.03,30.03
1606,-25.14,25.14
1607,-24.55,24.55
1608,-18.65,18.65
1609,-15.67,15.67
1610,-13.75,13.75
1611,-12.1,12.1
1612,-11.4,11.4
1613,-10.35,10.35
1614,-11.4,11.4
1615,-11.49,11.49
1616,-11.4,11.4
1617,-11.55,11.55
1618,-12.05,12.05
1619,-11.54,11.54
1620,-12.11,12.11
1621,-12.26,12.26
1622,-10.29,10.29
1623,-6.2,6.2
1624,-12.01,12.01
1625,-19.35,19.35
1626,-30.13,30.13
1627,-43,43
1628,-41.73,41.73
1629,-34.86,34.86
1630,-28.07,28.07
1631,-30.09,30.09
1632,-26.92,26.92
1633,-24.26,24.26
1634,-22.62,22.62
1635,-22.73,22.73
1636,-22.76,22.76
1637,-22.11,22.11
1638,-25.57,25.57
1639,-43.5,43.5
1640,-48.28,48.28
1641,-42.01,42.01
1642,-30.82,30.82
1643,-30,30
1644,-29.73,29.73
1645,-27.99,27.99
1646,-28.11,28.11
1647,-28.21,28.21
1648,-30.13,30.13
1649,-30.19,30.19
1650,-39.56,39.56
1651,-56.07,56.07
1652,-75.46,75.46
1653,-46.32,46.32
1654,-38.68,38.68
1655,-35.17,35.17
1656,-28.07,28.07
1657,-25.83,25.83
1658,-25.9,25.9
1659,-24.63,24.63
1660,-24.27,24.27
1661,-25.03,25.03
1662,-26.5,26.5
1663,-35.08,35.08
1664,-42.55,42.55
1665,-44.58,44.58
1666,-39.12,39.12
1667,-31.32,31.32
1668,-30.01,30.01
1669,-28.93,28.93
1670,-28.59,28.59
1671,-28.18,28.18
1672,-28.72,28.72
1673,-30.91,30.91
1674,-38.09,38.09
1675,-47.98,47.98
1676,-54.1,54.1
1677,-42.56,42.56
1678,-34.04,34.04
1679,-32.47,32.47
1680,-28.53,28.53
1681,-28.87,28.87
1682,-28.04,28.04
1683,-26.65,26.65
1684,-25.15,25.15
1685,-25.69,25.69
1686,-28.09,28.09
1687,-35.8,35.8
1688,-44.54,44.54
1689,-43.73,43.73
1690,-35.83,35.83
1691,-30.93,30.93
1692,-29.77,29.77
1693,-28.94,28.94
1694,-28.78,28.78
1695,-28.42,28.42
1696,-29.25,29.25
1697,-30.79,30.79
1698,-38.94,38.94
1699,-56.21,56.21
1700,-75.98,75.98
1701,-48.43,48.43
1702,-42.01,42.01
1703,-38.28,38.28
1704,-31.23,31.23
1705,-31.35,31.35
1706,-30.65,30.65
1707,-29.96,29.96
1708,-30,30
1709,-30.11,30.11
1710,-31.43,31.43
1711,-43.03,43.03
1712,-53.46,53.46
1713,-48.91,48.91
1714,-34.97,34.97
1715,-30.14,30.14
1716,-29.7,29.7
1717,-28.84,28.84
1718,-28.42,28.42
1719,-28.78,28.78
1720,-30.95,30.95
1721,-35.54,35.54
1722,-46.41,46.41
1723,-52.76,52.76
1724,-75.55,75.55
1725,-48.69,48.69
1726,-43.63,43.63
1727,-42.87,42.87
1728,-37.84,37.84
1729,-34.96,34.96
1730,-32.01,32.01
1731,-30.99,30.99
1732,-29.57,29.57
1733,-29.65,29.65
1734,-32.89,32.89
1735,-42.04,42.04
1736,-49.94,49.94
1737,-47.93,47.93
1738,-41.99,41.99
1739,-30.93,30.93
1740,-29.66,29.66
1741,-28.05,28.05
1742,-27.23,27.23
1743,-27.87,27.87
1744,-29.53,29.53
1745,-30.91,30.91
1746,-37.91,37.91
1747,-45.07,45.07
1748,-53.95,53.95
1749,-43.08,43.08
1750,-33.95,33.95
1751,-30.47,30.47
1752,-18.17,18.17
1753,-13.16,13.16
1754,-9.01,9.01
1755,-4.65,4.65
1756,-7.77,7.77
1757,-6.99,6.99
1758,-9.08,9.08
1759,-10.82,10.82
1760,-11.12,11.12
1761,-14.01,14.01
1762,-17.58,17.58
1763,-14.06,14.06
1764,-12.23,12.23
1765,-9.16,9.16
1766,-3.95,3.95
1767,-9,9
1768,-11,11
1769,-11.26,11.26
1770,-18.81,18.81
1771,-29.6,29.6
1772,-34.09,34.09
1773,-25.54,25.54
1774,-23.29,23.29
1775,-20.07,20.07
1776,-10.96,10.96
1777,0.02,-0.02
1778,25.08,-25.08
1779,25.06,-25.06
1780,60.26,-60.26
1781,50.65,-50.65
1782,50.12,-50.12
1783,25.08,-25.08
1784,25,-25
1785,-0.05,0.05
1786,-10.77,10.77
1787,-12.34,12.34
1788,-13.02,13.02
1789,-10.75,10.75
1790,-0.07,0.07
1791,9.97,-9.97
1792,6.25,-6.25
1793,-0.06,0.06
1794,-9.43,9.43
1795,-22.78,22.78
1796,-26.49,26.49
1797,-25,25
1798,-19.26,19.26
1799,-19.35,19.35
1800,-9.06,9.06
1801,-0.07,0.07
1802,12.87,-12.87
1803,10.01,-10.01
1804,0.04,-0.04
1805,-8.09,8.09
1806,-13.08,13.08
1807,-30.95,30.95
1808,-37,37
1809,-37.9,37.9
1810,-32.97,32.97
1811,-30.95,30.95
1812,-31.42,31.42
1813,-28.03,28.03
1814,-25.88,25.88
1815,-25.36,25.36
1816,-28.03,28.03
1817,-30.68,30.68
1818,-32.9,32.9
1819,-47.01,47.01
1820,-69.94,69.94
1821,-44.99,44.99
1822,-38.08,38.08
1823,-37.95,37.95
1824,-32.93,32.93
1825,-26.2,26.2
1826,-26,26
1827,-24.81,24.81
1828,-24.07,24.07
1829,-24.89,24.89
1830,-28.06,28.06
1831,-40.44,40.44
1832,-45.48,45.48
1833,-48.09,48.09
1834,-46.8,46.8
1835,-36.26,36.26
1836,-31.9,31.9
1837,-27.56,27.56
1838,-28.44,28.44
1839,-29.45,29.45
1840,-32.6,32.6
1841,-33.51,33.51
1842,-34.3,34.3
1843,-39.4,39.4
1844,-46.28,46.28
1845,-36.98,36.98
1846,-27.41,27.41
1847,-24.37,24.37
1848,-14.54,14.54
1849,-20.06,20.06
1850,-15.62,15.62
1851,-14.03,14.03
1852,-11.97,11.97
1853,-11.37,11.37
1854,-19.66,19.66
1855,-30.98,30.98
1856,-38.94,38.94
1857,-39.85,39.85
1858,-30.94,30.94
1859,-28.17,28.17
1860,-26.74,26.74
1861,-23.9,23.9
1862,-17.82,17.82
1863,-16.82,16.82
1864,-17.87,17.87
1865,-21.99,21.99
1866,-27.79,27.79
1867,-37.25,37.25
1868,-50.03,50.03
1869,-32.97,32.97
1870,-26.02,26.02
1871,-23.21,23.21
1872,-16.14,16.14
1873,-11.06,11.06
1874,-12.54,12.54
1875,-12.6,12.6
1876,-15.6,15.6
1877,-18.05,18.05
1878,-24.57,24.57
1879,-37.54,37.54
1880,-46.15,46.15
1881,-38.09,38.09
1882,-35.08,35.08
1883,-30.94,30.94
1884,-29.01,29.01
1885,-24.93,24.93
1886,-24.44,24.44
1887,-24.35,24.35
1888,-26.52,26.52
1889,-26.84,26.84
1890,-32,32
1891,-36.94,36.94
1892,-43.32,43.32
1893,-31.96,31.96
1894,-24.91,24.91
1895,-18.44,18.44
1896,-7.91,7.91
1897,-10.47,10.47
1898,-9.64,9.64
1899,-4.92,4.92
1900,-10.25,10.25
1901,-10.65,10.65
1902,-18.63,18.63
1903,-28.85,28.85
1904,-33.81,33.81
1905,-29.71,29.71
1906,-29.01,29.01
1907,-24.65,24.65
1908,-24.02,24.02
1909,-23.8,23.8
1910,-23.33,23.33
1911,-23.61,23.61
1912,-24.74,24.74
1913,-30.97,30.97
1914,-35.23,35.23
1915,-42.43,42.43
1916,-55,55
1917,-47.39,47.39
1918,-43.08,43.08
1919,-43.08,43.08
1920,-36.5,36.5
1921,-33.94,33.94
1922,-28.54,28.54
1923,-24.08,24.08
1924,-23.98,23.98
1925,-22.82,22.82
1926,-22.5,22.5
1927,-22.76,22.76
1928,-24.31,24.31
1929,-29.83,29.83
1930,-32.37,32.37
1931,-32.33,32.33
1932,-32.48,32.48
1933,-31.22,31.22
1934,-27.59,27.59
1935,-27.84,27.84
1936,-26.45,26.45
1937,-27.99,27.99
1938,-31.39,31.39
1939,-38.04,38.04
1940,-45.01,45.01
1941,-36.93,36.93
1942,-31.7,31.7
1943,-30.99,30.99
1944,-24.69,24.69
1945,-22.91,22.91
1946,-20.54,20.54
1947,-20.14,20.14
1948,-20.59,20.59
1949,-21.45,21.45
1950,-20.21,20.21
1951,-17.05,17.05
1952,-16.07,16.07
1953,-21.36,21.36
1954,-24.42,24.42
1955,-26.9,26.9
1956,-30.58,30.58
1957,-29.26,29.26
1958,-24.04,24.04
1959,-23.46,23.46
1960,-23.31,23.31
1961,-23.83,23.83
1962,-24.83,24.83
1963,-32.08,32.08
1964,-42.06,42.06
1965,-39.27,39.27
1966,-37.1,37.1
1967,-40.51,40.51
1968,-33.96,33.96
1969,-29.52,29.52
1970,-28.01,28.01
1971,-27.8,27.8
1972,-25.08,25.08
1973,-25.3,25.3
1974,-27.45,27.45
1975,-35.54,35.54
1976,-41.05,41.05
1977,-42.36,42.36
1978,-40,40
1979,-40.91,40.91
1980,-39.92,39.92
1981,-36.98,36.98
1982,-36.96,36.96
1983,-35.35,35.35
1984,-36.98,36.98
1985,-39.91,39.91
1986,-40.9,40.9
1987,-47.23,47.23
1988,-70.21,70.21
1989,-44.19,44.19
1990,-41.12,41.12
1991,-34.69,34.69
1992,-28.61,28.61
1993,-29.53,29.53
1994,-29.76,29.76
1995,-28.22,28.22
1996,-29.79,29.79
1997,-31,31
1998,-35.52,35.52
1999,-42.44,42.44
2000,-45,45
2001,-47.71,47.71
2002,-40.7,40.7
2003,-31.98,31.98
2004,-30.99,30.99
2005,-30.96,30.96
2006,-31.81,31.81
2007,-33.95,33.95
2008,-37,37
2009,-40.1,40.1
2010,-44.07,44.07
2011,-49.08,49.08
2012,-80.06,80.06
2013,-48.12,48.12
2014,-43.42,43.42
2015,-35.55,35.55
2016,-29.38,29.38
2017,-29.42,29.42
2018,-29.6,29.6
2019,-29.16,29.16
2020,-29.04,29.04
2021,-29.48,29.48
2022,-30.26,30.26
2023,-44.49,44.49
2024,-48.93,48.93
2025,-48.42,48.42
2026,-31.92,31.92
2027,-28.81,28.81
2028,-29.18,29.18
2029,-29.11,29.11
2030,-28.51,28.51
2031,-29.46,29.46
2032,-30.92,30.92
2033,-39.27,39.27
2034,-42.24,42.24
2035,-48.68,48.68
2036,-73.04,73.04
2037,-41.06,41.06
2038,-31.95,31.95
2039,-30.49,30.49
2040,-27.04,27.04
2041,-26.01,26.01
2042,-25.61,25.61
2043,-25,25
2044,-25.74,25.74
2045,-26.23,26.23
2046,-26.93,26.93
2047,-30.98,30.98
2048,-35.56,35.56
2049,-31.84,31.84
2050,-29.31,29.31
2051,-27.8,27.8
2052,-27.43,27.43
2053,-26.15,26.15
2054,-26.15,26.15
2055,-27.14,27.14
2056,-28.43,28.43
2057,-30.19,30.19
2058,-40,40
2059,-47.04,47.04
2060,-81.51,81.51
2061,-45.96,45.96
2062,-40.99,40.99
2063,-34.94,34.94
2064,-28.94,28.94
2065,-28.05,28.05
2066,-27.37,27.37
2067,-26.26,26.26
2068,-27.17,27.17
2069,-28.07,28.07
2070,-29.76,29.76
2071,-39.33,39.33
2072,-46.48,46.48
2073,-41.74,41.74
2074,-32.67,32.67
2075,-29.79,29.79
2076,-29.72,29.72
2077,-28.96,28.96
2078,-28.91,28.91
2079,-28.46,28.46
2080,-29.73,29.73
2081,-31.8,31.8
2082,-38.58,38.58
2083,-44.29,44.29
2084,-70,70
2085,-45,45
2086,-42.44,42.44
2087,-41.08,41.08
2088,-34.44,34.44
2089,-28.81,28.81
2090,-28.53,28.53
2091,-26.92,26.92
2092,-26.97,26.97
2093,-27.15,27.15
2094,-28.02,28.02
2095,-27.81,27.81
2096,-28.82,28.82
2097,-28.89,28.89
2098,-28.07,28.07
2099,-26.63,26.63
2100,-26.58,26.58
2101,-25.2,25.2
2102,-24.26,24.26
2103,-22.08,22.08
2104,-24.45,24.45
2105,-27.67,27.67
2106,-30.97,30.97
2107,-41.1,41.1
2108,-44.59,44.59
2109,-37.42,37.42
2110,-31.27,31.27
2111,-33.45,33.45
2112,-28.03,28.03
2113,-26.74,26.74
2114,-19.4925,19.4925
2115,-23.85,23.85
2116,-24.2,24.2
2117,-24.45,24.45
2118,-21.98,21.98
2119,-25.78,25.78
2120,-28.01,28.01
2121,-27.54,27.54
2122,-26.92,26.92
2123,-26.7,26.7
2124,-17,17
2125,-12.99,12.99
2126,-11.16,11.16
2127,-11.2,11.2
2128,-12.11,12.11
2129,-22.47,22.47
2130,-31.75,31.75
2131,-38.09,38.09
2132,-38.42,38.42
2133,-34.67,34.67
2134,-35.73,35.73
2135,-30.52,30.52
2136,-30.91,30.91
2137,-28.56,28.56
2138,-27.56,27.56
2139,-26.55,26.55
2140,-26.33,26.33
2141,-28.14,28.14
2142,-40.69,40.69
2143,-49.36,49.36
2144,-55.47,55.47
2145,-56.01,56.01
2146,-40.74,40.74
2147,-30.71,30.71
2148,-28.8,28.8
2149,-28.81,28.81
2150,-28.42,28.42
2151,-28.09,28.09
2152,-28.21,28.21
2153,-31.95,31.95
2154,-40.47,40.47
2155,-48.47,48.47
2156,-54.61,54.61
2157,-45.01,45.01
2158,-40.69,40.69
2159,-32.93,32.93
2160,-32.44,32.44
2161,-29.9,29.9
2162,-28.13,28.13
2163,-27.89,27.89
2164,-28.02,28.02
2165,-31.71,31.71
2166,-45.35,45.35
2167,-57.44,57.44
2168,-62.19,62.19
2169,-57.89,57.89
2170,-47.29,47.29
2171,-46.64,46.64
2172,-37.77,37.77
2173,-35.64,35.64
2174,-33.21,33.21
2175,-35.27,35.27
2176,-36.01,36.01
2177,-40.76,40.76
2178,-44.98,44.98
2179,-50.12,50.12
2180,-45,45
2181,-40.97,40.97
2182,-36.66,36.66
2183,-28.8,28.8
2184,-29.49,29.49
2185,-28.45,28.45
2186,-27.09,27.09
2187,-26.28,26.28
2188,-26.93,26.93
2189,-28.47,28.47
2190,-38.42,38.42
2191,-49.22,49.22
2192,-62.17,62.17
2193,-54.35,54.35
2194,-45.9,45.9
2195,-39.92,39.92
2196,-31.86,31.86
2197,-31.05,31.05
2198,-30.09,30.09
2199,-30.96,30.96
2200,-32.61,32.61
2201,-37.45,37.45
2202,-44.94,44.94
2203,-52.92,52.92
2204,-58.31,58.31
2205,-46.9,46.9
2206,-41.07,41.07
2207,-32.83,32.83
2208,-30.06,30.06
2209,-29.64,29.64
2210,-28.12,28.12
2211,-27.09,27.09
2212,-28.3,28.3
2213,-29.55,29.55
2214,-38.64,38.64
2215,-46.99,46.99
2216,-52.09,52.09
2217,-44.83,44.83
2218,-41.79,41.79
2219,-35.98,35.98
2220,-32.93,32.93
2221,-30.45,30.45
2222,-30.05,30.05
2223,-30.26,30.26
2224,-30.63,30.63
2225,-33.07,33.07
2226,-38.51,38.51
2227,-41.44,41.44
2228,-42.26,42.26
2229,-36.85,36.85
2230,-32.69,32.69
2231,-27.97,27.97
2232,-26.92,26.92
2233,-25.81,25.81
2234,-25.88,25.88
2235,-24.47,24.47
2236,-24.34,24.34
2237,-27.25,27.25
2238,-37.77,37.77
2239,-46.07,46.07
2240,-51.91,51.91
2241,-38.95,38.95
2242,-32.26,32.26
2243,-28.76,28.76
2244,-27.08,27.08
2245,-28.27,28.27
2246,-27.29,27.29
2247,-28.33,28.33
2248,-30.01,30.01
2249,-32.26,32.26
2250,-38.66,38.66
2251,-40.99,40.99
2252,-41.76,41.76
2253,-38.72,38.72
2254,-36.82,36.82
2255,-30.03,30.03
2256,-27.49,27.49
2257,-28.47,28.47
2258,-28.82,28.82
2259,-25.8,25.8
2260,-25.9,25.9
2261,-26.25,26.25
2262,-28.15,28.15
2263,-29.27,29.27
2264,-33.44,33.44
2265,-35.19,35.19
2266,-34.21,34.21
2267,-32.66,32.66
2268,-29.45,29.45
2269,-28.09,28.09
2270,-27.09,27.09
2271,-27.05,27.05
2272,-26.99,26.99
2273,-28.8,28.8
2274,-30.57,30.57
2275,-38.97,38.97
2276,-41.4,41.4
2277,-36.52,36.52
2278,-37.31,37.31
2279,-35.35,35.35
2280,-28.81,28.81
2281,-25.54,25.54
2282,-24.78,24.78
2283,-22.2,22.2
2284,-23.76,23.76
2285,-24,24
2286,-23.67,23.67
2287,-23.72,23.72
2288,-25.31,25.31
2289,-26.83,26.83
2290,-26.94,26.94
2291,-26.99,26.99
2292,-23.4,23.4
2293,-18.76,18.76
2294,-14.91,14.91
2295,-14.59,14.59
2296,-16.95,16.95
2297,-23.27,23.27
2298,-30.04,30.04
2299,-33.74,33.74
2300,-34.55,34.55
2301,-33.95,33.95
2302,-33.72,33.72
2303,-30.07,30.07
2304,-25.41,25.41
2305,-23.96,23.96
2306,-23.59,23.59
2307,-22.42,22.42
2308,-23.67,23.67
2309,-24.45,24.45
2310,-41,41
2311,-49.94,49.94
2312,-53.05,53.05
2313,-51.06,51.06
2314,-47.45,47.45
2315,-44.61,44.61
2316,-38.94,38.94
2317,-37.09,37.09
2318,-35.49,35.49
2319,-35.52,35.52
2320,-34.64,34.64
2321,-39.12,39.12
2322,-45.31,45.31
2323,-46.99,46.99
2324,-48.75,48.75
2325,-38.58,38.58
2326,-33.97,33.97
2327,-27.59,27.59
2328,-26.03,26.03
2329,-23.91,23.91
2330,-19.07,19.07
2331,-13.95,13.95
2332,-13.37,13.37
2333,-22.49,22.49
2334,-31.84,31.84
2335,-38.99,38.99
2336,-43.96,43.96
2337,-34.94,34.94
2338,-31.85,31.85
2339,-30.08,30.08
2340,-26.71,26.71
2341,-25.74,25.74
2342,-25.4,25.4
2343,-25.21,25.21
2344,-22.78,22.78
2345,-26.07,26.07
2346,-27.55,27.55
2347,-32.97,32.97
2348,-36.51,36.51
2349,-30.09,30.09
2350,-26.84,26.84
2351,-20.32,20.32
2352,-20.07,20.07
2353,-13.73,13.73
2354,-13.32,13.32
2355,-17.02,17.02
2356,-19.28,19.28
2357,-25.09,25.09
2358,-39.97,39.97
2359,-48.62,48.62
2360,-45.23,45.23
2361,-28.73,28.73
2362,-25.97,25.97
2363,-26.15,26.15
2364,-24.21,24.21
2365,-22.64,22.64
2366,-22.9,22.9
2367,-24.32,24.32
2368,-24.23,24.23
2369,-27.1,27.1
2370,-30.09,30.09
2371,-35.1,35.1
2372,-43.91,43.91
2373,-42.42,42.42
2374,-33.01,33.01
2375,-28.07,28.07
2376,-25.49,25.49
2377,-24.96,24.96
2378,-23.13,23.13
2379,-22.83,22.83
2380,-24.23,24.23
2381,-27.9,27.9
2382,-39.91,39.91
2383,-47.93,47.93
2384,-63.98,63.98
2385,-60.89,60.89
2386,-54.91,54.91
2387,-50.22,50.22
2388,-42.1,42.1
2389,-41.34,41.34
2390,-40.84,40.84
2391,-38.76,38.76
2392,-36.46,36.46
2393,-38.62,38.62
2394,-42.44,42.44
2395,-49.03,49.03
2396,-50,50
2397,-45.91,45.91
2398,-40.96,40.96
2399,-30.76,30.76
2400,-33.94,33.94
2401,-30.1,30.1
2402,-28.13,28.13
2403,-25.66,25.66
2404,-27.23,27.23
2405,-30.03,30.03
2406,-40.86,40.86
2407,-49.03,49.03
2408,-67.07,67.07
2409,-61.56,61.56
2410,-46.77,46.77
2411,-46.94,46.94
2412,-45.1,45.1
2413,-39.9,39.9
2414,-37.87,37.87
2415,-35,35
2416,-34.18,34.18
2417,-35.93,35.93
2418,-39.94,39.94
2419,-44.44,44.44
2420,-42.91,42.91
2421,-40,40
2422,-39.87,39.87
2423,-37.93,37.93
2424,-31.59,31.59
2425,-27.28,27.28
2426,-25.85,25.85
2427,-25.07,25.07
2428,-25.36,25.36
2429,-25.71,25.71
2430,-26.09,26.09
2431,-29.23,29.23
