demand_th,demand_el,pv,wind
0.094290395,0.6627095151,1.84E-001,7.59E-002
0.1068974497,0.6698580559,4.49E-002,7.63E-002
0.1151814474,0.6764033984,9.10E-003,2.76E-002
0.1102591108,0.6878898329,0.00E+000,7.74E-002
0.095424367,0.6663415385,0.00E+000,7.78E-002
0.069284688,0.6578839293,0.00E+000,7.81E-002
0.0517092694,0.6141584743,0.00E+000,7.84E-002
0.0485978556,0.5628224544,0.00E+000,2.82E-002
0.0601640494,0.5265278883,0.00E+000,2.83E-002
0.0618289003,0.5111014143,0.00E+000,4.75E-003
0.0700103293,0.507764573,0.00E+000,2.84E-002
0.0917681877,0.5183654611,0.00E+000,2.85E-002
0.1385227473,0.5165045304,0.00E+000,7.95E-002
0.180201344,0.4967658307,6.62E-003,2.86E-002
0.1713573329,0.507610565,1.04E-001,2.87E-002
0.1538017634,0.5513873559,2.92E-001,2.85E-002
0.1370442046,0.5905054031,4.65E-001,2.81E-002
0.1229976738,0.626389281,6.81E-001,2.79E-002
0.1130437316,0.6661618625,7.70E-001,2.77E-002
0.1033495226,0.659757694,2.57E-001,2.77E-002
0.0970312553,0.6359891168,1.45E-001,2.77E-002
0.0919559201,0.6089992043,1.91E-001,7.71E-002
0.0939115381,0.5970122436,2.54E-001,4.63E-003
0.1016704243,0.5909417593,2.12E-001,4.62E-003
0.1183800176,0.6069842655,1.52E-001,2.76E-002
0.1342079644,0.6282502118,4.74E-002,2.76E-002
0.1446083854,0.6507610565,6.62E-003,4.66E-003
0.1384284739,0.6843091455,0.00E+000,4.68E-003
0.1198037005,0.6772761108,0.00E+000,4.69E-003
0.0869857697,0.6723093509,0.00E+000,2.81E-002
0.0649201249,0.6214353551,0.00E+000,4.71E-003
0.0610137968,0.5739623707,0.00E+000,7.84E-002
0.0728340042,0.5455350497,0.00E+000,1.78E-001
0.075176995,0.5379886547,0.00E+000,1.78E-001
0.0795252088,0.5472291383,0.00E+000,7.88E-002
0.0925075248,0.5681742345,0.00E+000,1.78E-001
0.1257445746,0.6233091198,0.00E+000,7.86E-002
0.1681132618,0.7282656126,6.62E-003,1.78E-001
0.1857637523,0.7976334095,6.68E-002,1.78E-001
0.1743855478,0.8326574091,2.23E-001,7.84E-002
0.1564204245,0.8446957057,4.34E-001,1.75E-001
0.1422724912,0.8641263893,6.48E-001,3.08E-001
0.1302206864,0.884083267,8.22E-001,3.05E-001
0.1216831593,0.8793731872,4.70E-001,3.05E-001
0.1171427234,0.8714032701,5.25E-001,4.75E-001
0.1158653354,0.8579147309,2.35E-001,6.06E-001
0.1174421221,0.8456454221,9.43E-002,3.03E-001
0.1223781601,0.8225827152,2.07E-002,4.78E-001
0.1329216783,0.8158063605,1.78E-002,6.16E-001
0.1443507254,0.8138299238,6.62E-003,8.32E-001
0.1514068015,0.8135604097,2.48E-003,6.25E-001
0.1449937513,0.824867168,0.00E+000,4.92E-001
0.1314085049,0.793911548,0.00E+000,6.28E-001
0.1054664948,0.7542031366,0.00E+000,6.30E-001
0.0756623425,0.6911240022,0.00E+000,7.62E-001
0.0713281371,0.6381580636,0.00E+000,6.32E-001
0.0884983067,0.6095382325,0.00E+000,6.32E-001
0.091345201,0.5994763726,0.00E+000,6.33E-001
0.0966285787,0.6096665726,0.00E+000,3.17E-001
0.1124029825,0.6274288354,0.00E+000,3.18E-001
0.1527882757,0.6691650196,0.00E+000,4.99E-001
0.2042691343,0.7511743115,4.96E-003,3.19E-001
0.2257156899,0.8135989117,8.61E-002,3.20E-001
0.2118903917,0.8469288226,1.29E-001,6.36E-001
0.1900615357,0.8499191458,8.77E-002,5.00E-001
0.1728708271,0.8639467132,2.32E-001,5.00E-001
0.1582270583,0.8794245232,4.97E-001,6.34E-001
0.1478533779,0.8673220565,7.26E-001,4.94E-001
0.142336437,0.8603275238,6.72E-001,6.26E-001
0.140784323,0.8474293488,3.87E-001,6.27E-001
0.1427002269,0.829885264,2.16E-001,4.89E-001
0.1486978514,0.8050257964,5.04E-002,3.16E-001
0.1615089486,0.7996226803,1.97E-001,4.91E-001
0.1753960241,0.7944505762,3.25E-002,6.32E-001
0.1839696401,0.8010857568,1.17E-002,7.91E-002
0.1761773446,0.8192202059,0.00E+000,5.00E-001
0.1596703393,0.7928334916,0.00E+000,5.01E-001
0.1281490191,0.760235119,0.00E+000,6.40E-001
0.0919349314,0.6947431916,0.00E+000,3.22E-001
0.0866685749,0.6409687107,0.00E+000,5.06E-001
0.0805337788,0.6147231705,0.00E+000,5.06E-001
0.0831244629,0.600592931,0.00E+000,6.45E-001
0.0879323558,0.6084730101,0.00E+000,3.24E-001
0.1022871201,0.6286095639,0.00E+000,3.24E-001
0.139037883,0.6702559101,0.00E+000,1.82E-001
0.1858856502,0.7513796555,6.62E-003,3.23E-001
0.2054020934,0.8167945789,3.32E-002,1.81E-001
0.192821022,0.8476860289,1.09E-001,7.97E-002
0.1729566842,0.8552709258,1.63E-001,1.80E-001
0.1573130772,0.8721604764,1.36E-001,1.79E-001
0.1439871948,0.8889601889,1.39E-001,7.95E-002
0.134547108,0.8766780462,1.13E-001,7.93E-002
0.129526672,0.8693883313,5.71E-002,1.80E-001
0.1281142426,0.853140481,5.29E-002,1.79E-001
0.1298577221,0.8356990683,5.04E-002,7.90E-002
0.135315582,0.8128032034,3.23E-002,7.83E-002
0.1469737268,0.8061808568,2.07E-002,4.89E-001
0.1596110157,0.8018172951,9.10E-003,7.49E-001
0.1674130372,0.80414025,2.48E-003,6.17E-001
0.1603220202,0.8181806515,0.00E+000,7.44E-001
0.1453005856,0.7923971355,0.00E+000,7.45E-001
0.1166160704,0.7661900973,0.00E+000,8.27E-001
0.0836611198,0.7051387356,0.00E+000,8.30E-001
0.0788687163,0.6627480171,0.00E+000,8.32E-001
0.0884983067,0.6363613029,0.00E+000,8.89E-001
0.091345201,0.6244641803,0.00E+000,8.45E-001
0.0966285787,0.6304833286,0.00E+000,6.33E-001
0.1124029825,0.6481557535,0.00E+000,6.35E-001
0.1527882757,0.6807284581,0.00E+000,5.00E-001
0.2042691343,0.7571036218,6.62E-003,3.21E-001
0.2257156899,0.8126620293,4.48E-002,1.80E-001
0.2118903917,0.837598501,2.80E-001,1.81E-001
0.1900615357,0.8412561924,2.99E-001,3.20E-001
0.1728708271,0.8482635591,5.49E-001,5.01E-001
0.1582270583,0.8624323006,6.07E-001,3.18E-001
0.1478533779,0.8558997921,6.82E-001,4.96E-001
0.142336437,0.8435534793,4.92E-001,6.33E-001
0.140784323,0.8258168844,3.13E-001,7.95E-002
0.1427002269,0.8111219487,4.45E-001,7.70E-001
0.1486978514,0.7950666085,3.58E-001,7.76E-001
0.1615089486,0.7922046254,1.73E-001,5.02E-001
0.1753960241,0.7922816294,5.40E-002,3.21E-001
0.1839696401,0.7907672168,1.18E-002,3.24E-001
0.1761773446,0.8133550656,0.00E+000,8.06E-002
0.1596703393,0.7920634513,0.00E+000,8.09E-002
0.1281490191,0.7612105033,0.00E+000,8.11E-002
0.0919349314,0.7003516517,0.00E+000,2.92E-002
0.0866685749,0.6513642547,0.00E+000,2.93E-002
0.0966308533,0.621037501,0.00E+000,2.94E-002
0.0997393628,0.6086911882,0.00E+000,2.95E-002
0.1055082562,0.6136451141,0.00E+000,2.96E-002
0.1227322478,0.6329987936,0.00E+000,2.96E-002
0.1668287453,0.672745707,0.00E+000,2.96E-002
0.2230404343,0.7518160117,1.68E-002,2.97E-002
0.2464578199,0.8099283863,1.47E-001,2.96E-002
0.2313620466,0.8399984599,3.38E-001,2.94E-002
0.2075272292,0.8419877307,5.36E-001,4.89E-003
0.1887567815,0.8482507251,7.21E-001,2.90E-002
0.1727673245,0.8553607639,8.65E-001,2.88E-002
0.1614403552,0.8379321851,9.20E-001,7.99E-002
0.1554164355,0.8183089915,6.67E-001,7.96E-002
0.15372169,0.7939885521,5.13E-001,2.87E-002
0.1558136558,0.7732488,3.54E-001,4.81E-003
0.1623624316,0.760376293,4.12E-001,2.85E-002
0.1763508039,0.7609666573,8.52E-002,2.87E-002
0.1915140313,0.7589773865,5.90E-002,7.96E-002
0.2008755193,0.760312123,1.42E-002,2.88E-002
0.1923671513,0.7730306219,0.00E+000,3.34E-002
0.1743432356,0.7523935419,0.00E+000,3.85E-002
0.1399252656,0.7280731025,0.00E+000,5.66E-002
0.1003832865,0.6794065556,0.00E+000,6.55E-002
0.0946329785,0.6297646243,0.00E+000,6.00E-002
0.1048325081,0.6009779512,0.00E+000,3.74E-002
0.1082048559,0.5805847173,0.00E+000,2.42E-002
0.1144633908,0.5802767011,0.00E+000,2.40E-002
0.1331492885,0.5936882364,0.00E+000,3.66E-002
0.1809885268,0.595241151,0.00E+000,4.74E-002
0.2419712475,0.5904669011,9.49E-003,7.73E-002
0.2673762106,0.6176878257,1.19E-001,7.73E-002
0.2509991663,0.662350163,1.82E-001,7.65E-002
0.2251413414,0.6969249724,1.11E-001,2.75E-002
0.2047777303,0.7141225391,5.52E-001,7.59E-002
0.1874311497,0.7238892169,3.88E-001,1.73E-001
0.175142791,0.7109268718,4.68E-001,4.57E-003
0.1686075841,0.6886727072,2.17E-001,3.05E-001
0.1667689952,0.6672399189,1.14E-001,3.10E-001
0.169038519,0.6563951847,4.03E-001,2.74E-002
0.1761431296,0.6491054699,2.98E-001,7.64E-002
0.1913187811,0.6542390718,2.01E-001,2.74E-002
0.2077690049,0.6604378962,4.44E-002,2.75E-002
0.2179250599,0.6603095562,0.00E+000,7.74E-002
0.2086945344,0.6689596756,0.00E+000,2.80E-002
0.1891408181,0.6555096383,0.00E+000,4.70E-003
0.1518015834,0.6433044996,0.00E+000,4.71E-003
0.1089034333,0.6027490439,0.00E+000,2.82E-002
0.1026650613,0.5559049257,0.00E+000,2.82E-002
0.0966308533,0.5199568777,0.00E+000,4.72E-003
0.0997393628,0.5021176108,0.00E+000,2.82E-002
0.1055082562,0.502566801,0.00E+000,4.73E-003
0.1227322478,0.5095099977,0.00E+000,4.74E-003
0.1668287453,0.510292872,0.00E+000,2.83E-002
0.2230404343,0.489719962,4.96E-003,4.75E-003
0.2464578199,0.5022972869,6.21E-002,2.83E-002
0.2313620466,0.5486280449,1.59E-001,1.78E-001
0.2075272292,0.5988860084,2.40E-001,2.82E-002
0.1887567815,0.6381580636,2.79E-001,2.81E-002
0.1727673245,0.6775071229,3.75E-001,1.77E-001
0.1614403552,0.6680997972,2.75E-001,1.77E-001
0.1554164355,0.6407890346,3.01E-001,1.77E-001
0.15372169,0.6151466927,3.36E-001,7.78E-002
0.1558136558,0.6012988013,3.87E-001,7.76E-002
0.1623624316,0.5940860905,1.56E-001,1.76E-001
0.1763508039,0.6034292461,7.95E-002,1.77E-001
0.1915140313,0.6223722375,3.89E-002,1.77E-001
0.2008755193,0.6294052722,4.96E-003,1.78E-001
0.1923671513,0.6547909341,0.00E+000,2.83E-002
0.1743432356,0.6568828769,0.00E+000,1.79E-001
0.1399252656,0.6626710131,0.00E+000,3.21E-001
0.1003832865,0.6195102544,0.00E+000,1.39E-004
0.0946329785,0.5753484432,0.00E+000,0.00E+000
0.0538141503,0.5465874381,0.00E+000,1.39E-004
0.0553032878,0.5392335532,0.00E+000,2.88E-002
0.0626212235,0.548910393,0.00E+000,2.89E-002
0.0820826905,0.5730511563,0.00E+000,4.85E-003
0.12390263,0.6199594445,0.00E+000,2.90E-002
0.1611823392,0.7038039991,1.47E-002,2.91E-002
0.1532717522,0.7778048718,1.46E-001,2.90E-002
0.1375690516,0.8270232809,2.09E-001,4.82E-003
0.1225801372,0.8416027105,2.55E-001,1.38E-004
0.1100161205,0.8612130702,2.56E-001,4.77E-003
0.1011127481,0.8792961832,4.53E-001,2.83E-002
0.0924416957,0.8716214482,3.00E-001,7.89E-002
0.0867902778,0.8591981314,1.79E-001,2.84E-002
0.0822506091,0.8430016171,1.42E-001,2.83E-002
0.0839998252,0.8242383018,2.11E-001,2.82E-002
0.0909398146,0.8038193999,1.44E-001,4.72E-003
0.105885826,0.7952719526,1.39E-001,4.71E-003
0.1200432426,0.7954772966,4.70E-002,4.73E-003
0.1293459711,0.7941040581,6.70E-003,4.74E-003
0.1238183065,0.8033317077,0.00E+000,2.84E-002
0.107159249,0.7856977849,0.00E+000,4.76E-003
0.0778050237,0.7546523268,0.00E+000,7.91E-002
0.058068255,0.6965527863,0.00E+000,7.90E-002
0.0545742128,0.6500166842,0.00E+000,7.92E-002
0.038063422,0.6235657999,0.00E+000,7.92E-002
0.0380385314,0.6167124413,0.00E+000,3.19E-001
0.0434964082,0.6219230473,0.00E+000,7.95E-002
0.0564526365,0.6408147026,0.00E+000,2.86E-002
0.0761936982,0.6721296748,0.00E+000,2.86E-002
0.0967692037,0.734451603,9.40E-003,2.87E-002
0.0918694386,0.7962601709,4.80E-002,2.87E-002
0.0821528187,0.8356605662,1.55E-001,2.87E-002
0.0762173577,0.8443620216,3.72E-001,7.93E-002
0.0690002102,0.8594291435,2.84E-001,7.89E-002
0.0640920623,0.8721604764,2.20E-001,2.83E-002
0.0562430112,0.8571831926,2.79E-001,7.85E-002
0.0528264399,0.8445288637,6.71E-001,2.80E-002
0.0496717223,0.8287558716,3.51E-001,7.77E-002
0.0489072787,0.8107240946,3.70E-001,2.79E-002
0.0522653492,0.788623938,3.71E-001,7.75E-002
0.0613177638,0.7816679073,1.77E-001,7.73E-002
0.0683730977,0.7823866116,4.97E-002,2.79E-002
0.0760515999,0.7858517929,1.59E-002,2.80E-002
0.074334865,0.7967991992,0.00E+000,4.73E-003
0.0651754444,0.7748787187,0.00E+000,2.83E-002
0.0515563703,0.7476321261,0.00E+000,2.83E-002
0.0430107203,0.6824610488,0.00E+000,2.84E-002
0.0398219102,0.6336789959,0.00E+000,7.92E-002
0.038063422,0.6062398932,0.00E+000,7.94E-002
0.0380385314,0.5964347134,0.00E+000,7.95E-002
0.0434964082,0.5997843887,0.00E+000,2.85E-002
0.0564526365,0.6177648297,0.00E+000,7.94E-002
0.0761936982,0.6513385867,0.00E+000,2.86E-002
0.0967692037,0.7223619703,2.12E-002,0.00E+000
0.0918694386,0.7904206987,1.28E-001,0.00E+000
0.0821528187,0.8372776509,2.94E-001,0.00E+000
0.0762173577,0.853063477,5.05E-001,0.00E+000
0.0690002102,0.8726866706,6.65E-001,1.34E-004
0.0640920623,0.8854180035,2.95E-001,1.34E-004
0.0562430112,0.8707615699,2.42E-001,0.00E+000
0.0528264399,0.8573628687,2.14E-001,4.61E-003
0.0496717223,0.8422829128,1.63E-001,1.33E-004
0.0489072787,0.822069355,1.64E-001,0.00E+000
0.0522653492,0.8021124772,1.21E-001,1.33E-004
0.0613177638,0.796504017,8.69E-002,0.00E+000
0.0683730977,0.7918067712,3.24E-002,1.33E-004
0.0760515999,0.7894709823,1.42E-002,1.34E-004
0.074334865,0.7970558793,0.00E+000,4.65E-003
0.0651754444,0.7828999718,0.00E+000,4.65E-003
0.0515563703,0.7556020432,0.00E+000,4.65E-003
0.0430107203,0.69592392,0.00E+000,4.65E-003
0.0398219102,0.6499781822,0.00E+000,4.65E-003
0.0479210266,0.6172129675,0.00E+000,4.66E-003
0.0492470904,0.6067917554,0.00E+000,4.67E-003
0.0557636477,0.6130547499,0.00E+000,4.67E-003
0.0730939126,0.6317538951,0.00E+000,4.67E-003
0.1103342002,0.6614132806,0.00E+000,4.67E-003
0.1435314527,0.7225544804,5.20E-003,4.67E-003
0.1364871447,0.7833363279,5.45E-002,2.78E-002
0.1225040282,0.8264585847,1.69E-001,1.34E-004
0.109156532,0.8433224672,4.08E-001,0.00E+000
0.0979683859,0.8618419364,6.21E-001,4.58E-003
0.0900400111,0.881362458,7.50E-001,1.32E-004
0.0823185154,0.8722118124,7.61E-002,4.58E-003
0.0772859776,0.8584409251,8.13E-002,1.33E-004
0.0732434426,0.8451833979,1.84E-001,4.57E-003
0.0748011041,0.8341076516,1.86E-001,4.56E-003
0.0809811036,0.8126235273,2.63E-001,1.32E-004
0.094290395,0.801509279,2.21E-001,1.31E-004
0.1068974497,0.7995071742,5.09E-002,0.00E+000
0.1151814474,0.791190739,9.19E-003,4.59E-003
0.1102591108,0.780987705,0.00E+000,2.75E-002
0.095424367,0.750006417,0.00E+000,7.68E-002
0.069284688,0.7185374368,0.00E+000,7.69E-002
0.0517092694,0.6637105675,0.00E+000,7.71E-002
0.0485978556,0.6203572987,0.00E+000,7.73E-002
0.0538141503,0.5868092097,0.00E+000,7.72E-002
0.0553032878,0.5710875536,0.00E+000,7.74E-002
0.0626212235,0.5633229806,0.00E+000,7.73E-002
0.0820826905,0.5660694576,0.00E+000,2.77E-002
0.12390263,0.5509253318,0.00E+000,7.77E-002
0.1611823392,0.5184938012,9.10E-003,2.79E-002
0.1532717522,0.5301085757,7.35E-002,7.72E-002
0.1375690516,0.5686875947,2.22E-001,1.33E-004
0.1225801372,0.6142739803,4.42E-001,2.72E-002
0.1100161205,0.6497086681,7.17E-001,7.52E-002
0.1011127481,0.6871197926,8.40E-001,1.70E-001
0.0924416957,0.682871737,7.29E-001,2.69E-002
0.0867902778,0.6514284248,6.67E-001,2.67E-002
0.0822506091,0.6257604148,2.29E-001,1.30E-004
0.0839998252,0.6041222824,2.10E-001,1.30E-004
0.0909398146,0.5911984394,1.57E-001,1.30E-004
0.105885826,0.5991041865,1.32E-001,4.49E-003
0.1200432426,0.6099104186,5.73E-002,4.50E-003
0.1293459711,0.6131702559,1.57E-002,4.53E-003
0.1238183065,0.626337945,0.00E+000,4.55E-003
0.107159249,0.6349495624,0.00E+000,2.72E-002
0.0778050237,0.6360404528,0.00E+000,7.59E-002
0.058068255,0.5930337021,0.00E+000,2.73E-002
0.0545742128,0.5435457789,0.00E+000,7.62E-002
0.0479210266,0.5222284966,0.00E+000,2.74E-002
0.0492470904,0.512911009,0.00E+000,7.63E-002
0.0557636477,0.5149772838,0.00E+000,7.64E-002
0.0730939126,0.5244359455,0.00E+000,7.65E-002
0.1103342002,0.5240124233,0.00E+000,7.66E-002
0.1435314527,0.5071998768,1.43E-002,7.67E-002
0.1364871447,0.5346518134,7.19E-002,7.64E-002
0.1225040282,0.5847942709,1.50E-001,2.74E-002
0.109156532,0.6226674196,3.87E-001,4.55E-003
0.0979683859,0.6363741369,6.92E-001,2.69E-002
0.0900400111,0.6472445391,6.42E-001,2.68E-002
0.0823185154,0.6387740958,8.54E-001,1.67E-001
0.0772859776,0.6192920763,7.04E-001,1.67E-001
0.0732434426,0.6054570189,5.23E-001,1.67E-001
0.0748011041,0.600592931,5.55E-001,7.37E-002
0.0809811036,0.5970122436,4.02E-001,2.65E-002
0.094290395,0.6109628071,1.89E-001,7.39E-002
0.1068974497,0.6200749506,6.34E-002,2.67E-002
0.1151814474,0.623604302,1.84E-002,2.69E-002
0.1102591108,0.626414949,0.00E+000,2.71E-002
0.095424367,0.6178033317,0.00E+000,2.73E-002
0.069284688,0.608254832,0.00E+000,7.61E-002
0.0517092694,0.5647732231,0.00E+000,2.74E-002
0.0485978556,0.5159013322,0.00E+000,2.74E-002
0.0538141503,0.4797736082,0.00E+000,2.75E-002
0.0553032878,0.4596627223,0.00E+000,7.66E-002
0.0626212235,0.4507045869,0.00E+000,7.66E-002
0.0820826905,0.4578531276,0.00E+000,1.74E-001
0.12390263,0.4616263251,0.00E+000,7.70E-002
0.1611823392,0.440783901,2.58E-002,7.70E-002
0.1532717522,0.4570702533,1.18E-001,7.68E-002
0.1375690516,0.5080597551,2.34E-001,7.62E-002
0.1225801372,0.5519777202,4.41E-001,7.55E-002
0.1100161205,0.5841910727,6.70E-001,2.68E-002
0.1011127481,0.6183808619,8.36E-001,1.68E-001
0.0924416957,0.5985009882,8.72E-001,4.66E-001
0.0867902778,0.5600759773,8.13E-001,4.65E-001
0.0822506091,0.5403372777,6.35E-001,2.96E-001
0.0839998252,0.5254241639,5.93E-001,4.63E-001
0.0909398146,0.512911009,3.35E-001,1.67E-001
0.105885826,0.5200723838,1.77E-001,2.97E-001
0.1200432426,0.549038733,6.36E-002,1.68E-001
0.1293459711,0.5608973536,1.84E-002,3.00E-001
0.1238183065,0.5838188865,0.00E+000,1.69E-001
0.107159249,0.5965117174,0.00E+000,1.70E-001
0.0778050237,0.5945481147,0.00E+000,1.70E-001
0.058068255,0.5551220514,0.00E+000,2.72E-002
0.0545742128,0.5061603224,0.00E+000,2.73E-002
0.0884983067,0.4718293591,0.00E+000,2.73E-002
0.091345201,0.4542211042,0.00E+000,4.58E-003
0.0966285787,0.4534382299,0.00E+000,7.63E-002
0.1124029825,0.4654508586,0.00E+000,2.74E-002
0.1527882757,0.4709694807,0.00E+000,7.64E-002
0.2042691343,0.4517826433,1.19E-002,7.65E-002
0.2257156899,0.4612028029,9.40E-002,7.64E-002
0.2118903917,0.5019379348,2.36E-001,7.61E-002
0.1900615357,0.5434431069,4.50E-001,2.71E-002
0.1728708271,0.5743730589,6.61E-001,7.48E-002
0.1582270583,0.6079596499,8.33E-001,7.43E-002
0.1478533779,0.59796196,8.61E-001,1.67E-001
0.142336437,0.5715624118,5.79E-001,1.67E-001
0.140784323,0.546484766,4.14E-001,1.66E-001
0.1427002269,0.5415821761,4.31E-001,2.95E-001
0.1486978514,0.5399907595,2.92E-001,1.67E-001
0.1615089486,0.5534407967,1.99E-001,1.67E-001
0.1753960241,0.5730511563,6.60E-002,1.67E-001
0.1839696401,0.5803023692,2.09E-002,1.69E-001
0.1761773446,0.5995148746,0.00E+000,2.70E-002
0.1596703393,0.6150953567,0.00E+000,2.71E-002
0.1281490191,0.6206524808,0.00E+000,2.73E-002
0.0919349314,0.5805077132,0.00E+000,2.74E-002
0.0866685749,0.5359095459,0.00E+000,4.61E-003
0.0805337788,0.5098821838,0.00E+000,2.76E-002
0.0831244629,0.5088554634,0.00E+000,2.76E-002
0.0879323558,0.5162221823,0.00E+000,4.64E-003
0.1022871201,0.5426730666,0.00E+000,4.65E-003
0.139037883,0.590146051,0.00E+000,2.78E-002
0.1858856502,0.6694858698,3.69E-002,2.78E-002
0.2054020934,0.7418054878,1.07E-001,2.76E-002
0.192821022,0.788572602,2.76E-001,4.60E-003
0.1729566842,0.8113144588,4.71E-001,4.56E-003
0.1573130772,0.8299366,6.94E-001,4.53E-003
0.1439871948,0.8489822634,8.52E-001,4.50E-003
0.134547108,0.8364177725,8.65E-001,2.67E-002
0.129526672,0.8279088272,8.01E-001,7.43E-002
0.1281142426,0.8132395595,7.11E-001,7.41E-002
0.1298577221,0.8020611412,5.92E-001,7.40E-002
0.135315582,0.780936369,4.09E-001,2.66E-002
0.1469737268,0.7743268564,1.94E-001,2.66E-002
0.1596110157,0.7742113504,6.85E-002,7.44E-002
0.1674130372,0.7679098539,2.09E-002,2.69E-002
0.1603220202,0.7656125671,0.00E+000,2.71E-002
0.1453005856,0.7591698966,0.00E+000,7.55E-002
0.1166160704,0.7261993378,0.00E+000,7.59E-002
0.0836611198,0.6594240099,0.00E+000,2.74E-002
0.0788687163,0.6065607433,0.00E+000,2.76E-002
0.0538141503,0.5783259324,0.00E+000,7.70E-002
0.0553032878,0.569483303,0.00E+000,2.78E-002
0.0626212235,0.5768500218,0.00E+000,2.78E-002
0.0820826905,0.6006827691,0.00E+000,7.75E-002
0.12390263,0.6402500064,0.00E+000,7.76E-002
0.1611823392,0.7005569958,3.26E-002,7.76E-002
0.1532717522,0.7678071819,1.37E-001,2.79E-002
0.1375690516,0.8088246618,1.12E-001,2.78E-002
0.1225801372,0.8194255499,3.37E-001,7.68E-002
0.1100161205,0.8289612156,3.55E-001,2.75E-002
0.1011127481,0.8430786211,8.98E-001,1.72E-001
0.0924416957,0.8310916605,8.90E-001,1.71E-001
0.0867902778,0.8181293154,8.34E-001,4.75E-001
0.0822506091,0.8021509792,7.06E-001,1.70E-001
0.0839998252,0.7870196874,6.02E-001,1.70E-001
0.0909398146,0.7674863318,4.32E-001,3.02E-001
0.105885826,0.7643291666,1.96E-001,3.03E-001
0.1200432426,0.7672296517,6.15E-002,3.05E-001
0.1293459711,0.7659975872,2.36E-002,3.07E-001
0.1238183065,0.7691804204,0.00E+000,7.69E-002
0.107159249,0.7620190457,0.00E+000,3.12E-001
0.0778050237,0.7265201879,0.00E+000,1.75E-001
0.058068255,0.6569983829,0.00E+000,3.13E-001
0.0545742128,0.608203496,0.00E+000,3.14E-001
0.0425276927,0.5804948792,0.00E+000,4.94E-001
0.0437045129,0.5688544367,0.00E+000,4.96E-001
0.0494876558,0.5745013989,0.00E+000,3.17E-001
0.0648674636,0.5966400575,0.00E+000,4.99E-001
0.0979164948,0.6431119895,0.00E+000,1.80E-001
0.1273775196,0.7019944044,4.87E-002,1.80E-001
0.1211260224,0.765355887,1.93E-001,1.80E-001
0.1087166539,0.8032547037,3.78E-001,3.18E-001
0.0968713689,0.8114813009,5.88E-001,4.95E-001
0.0869424071,0.8263302446,7.76E-001,1.77E-001
0.0799063416,0.8425652609,9.20E-001,4.89E-001
0.0730538716,0.8304884622,9.17E-001,3.10E-001
0.0685877272,0.8164993968,8.98E-001,3.10E-001
0.0650001646,0.8012012629,8.08E-001,4.85E-001
0.0663825171,0.7813983932,6.69E-001,1.73E-001
0.0718669805,0.762981596,4.67E-001,4.85E-001
0.0836783605,0.7601324469,2.24E-001,1.74E-001
0.0948665379,0.7632382761,4.88E-002,3.12E-001
0.1022182024,0.7606329731,2.13E-002,3.15E-001
0.0978498565,0.7700788008,0.00E+000,3.18E-001
0.0846847081,0.7619677096,0.00E+000,1.80E-001
0.0614869531,0.7212197438,0.00E+000,7.98E-002
0.0458895827,0.6505813804,0.00E+000,2.88E-002
0.0431283471,0.5990656844,0.00E+000,2.89E-002
0.0425276927,0.5691239508,0.00E+000,4.86E-003
0.0437045129,0.5560974358,0.00E+000,2.90E-002
0.0494876558,0.5608460176,0.00E+000,2.91E-002
0.0648674636,0.5821761339,0.00E+000,2.92E-002
0.0979164948,0.6258374188,0.00E+000,2.92E-002
0.1273775196,0.6951923817,4.95E-002,2.92E-002
0.1211260224,0.7651248749,1.93E-001,2.90E-002
0.1087166539,0.8049359583,3.87E-001,4.82E-003
0.0968713689,0.8151903283,5.86E-001,1.38E-004
0.0869424071,0.8262019046,7.84E-001,1.38E-004
0.0799063416,0.8386637234,9.13E-001,1.37E-004
0.0730538716,0.8238276136,9.37E-001,1.36E-004
0.0685877272,0.7986857979,8.85E-001,1.36E-004
0.0650001646,0.7742626864,8.04E-001,7.79E-002
0.0663825171,0.7554865371,6.69E-001,4.67E-003
0.0718669805,0.7395467029,4.67E-001,7.77E-002
0.0836783605,0.739790549,2.10E-001,4.67E-003
0.0948665379,0.7413177956,6.18E-002,2.80E-002
0.1022182024,0.7329500244,3.28E-002,4.71E-003
0.0978498565,0.7367232218,0.00E+000,4.75E-003
0.0846847081,0.7324623322,0.00E+000,0.00E+000
0.0614869531,0.6947431916,0.00E+000,4.77E-003
0.0458895827,0.6332811417,0.00E+000,7.95E-002
0.0431283471,0.5857183193,0.00E+000,7.97E-002
0.038063422,0.5520803922,0.00E+000,2.87E-002
0.0380385314,0.5345234734,0.00E+000,8.00E-002
0.0434964082,0.5293770374,0.00E+000,2.88E-002
0.0564526365,0.5365640802,0.00E+000,8.03E-002
0.0761936982,0.548846223,0.00E+000,8.02E-002
0.0967692037,0.5575091763,4.34E-002,2.88E-002
0.0918694386,0.5990143484,1.85E-001,4.81E-003
0.0821528187,0.6528915013,3.78E-001,4.75E-003
0.0762173577,0.6909699941,5.74E-001,4.72E-003
0.0690002102,0.7092327832,7.67E-001,4.68E-003
0.0640920623,0.7244025771,9.20E-001,7.74E-002
0.0562430112,0.7044585333,9.53E-001,1.75E-001
0.0528264399,0.6719628327,6.83E-001,1.74E-001
0.0496717223,0.6435740137,6.75E-001,7.67E-002
0.0489072787,0.6325752714,5.34E-001,2.75E-002
